,NAME,PSRJ,P0,P1,BINCOMP,DISC
831,J1614-3937,J1614-3937,0.407292,1.59E-16,*,1996
832,B1610-50,J1614-5048,0.231694,4.95E-13,*,1992
833,J1614-5144,J1614-5144,1.534008,7.44E-15,*,2003
834,J1614-5402,J1614-5402,0.572592,2.9E-17,*,2003
835,B1612-29,J1615-2940,2.477568,1.58E-15,*,1978
836,J1615-5444,J1615-5444,0.360958,3.38E-16,*,2003
837,B1611-55,J1615-5537,0.791526,2E-15,*,1992
838,J1616-5017,J1616-5017,0.491384,4.66E-14,*,2015
839,J1616-5109,J1616-5109,1.219594,1.91E-14,*,2001
840,J1616-5208,J1616-5208,1.025831,2.89E-14,*,2001
841,J1617-4216,J1617-4216,3.428466,1.81E-14,*,2001
842,J1617-4608,J1617-4608,0.56708,1.65E-14,*,2006
843,J1617-5055,J1617-5055,0.069357,1.35E-13,*,1998
844,J1618-3921,J1618-3921,0.011987,5.41E-20,He[ocg+18],2001
845,J1618-4723,J1618-4723,0.203553,1.99E-15,*,2003
846,J1620-4927,J1620-4927,0.171935,1.05E-14,*,2012
847,J1620-5414,J1620-5414,1.15636,6.74E-17,*,2004
848,J1621-5039,J1621-5039,1.08402,1.3E-14,*,2001
849,J1621-5243,J1621-5243,0.371924,7.68E-16,*,2003
850,J1622-0315,J1622-0315,0.003845,1.16E-20,MS[ssc+19],2016
851,J1622-3751,J1622-3751,0.731463,2.57E-15,*,2012
852,J1622-4332,J1622-4332,0.916938,1.56E-15,*,1998
853,J1622-4347,J1622-4347,0.457681,5.05E-15,*,2006
854,J1622-4802,J1622-4802,0.265072,3.07E-16,*,2001
855,J1622-4845,J1622-4845,0.735092,1.1E-16,*,2015
856,J1622-4944,J1622-4944,1.072968,1.71E-14,*,2001
857,J1622-4950,J1622-4950,4.32702,2.78E-12,*,2010
858,J1622-6617,J1622-6617,0.023623,5.88E-20,He(?)[kjb+12],2012
859,J1623-0841,J1623-0841,0.503015,1.96E-15,*,2013
860,B1620-09,J1623-0908,1.276446,2.58E-15,*,1978
861,B1620-26,J1623-2631,0.011076,6.71E-19,HeT[tacl99],1988
862,B1620-42,J1623-4256,0.36459,1.02E-15,*,1978
863,J1623-4949,J1623-4949,0.725732,4.21E-14,*,2001
864,J1623-5005,J1623-5005,0.085072,4.16E-15,*,2017
865,J1624-4041,J1624-4041,0.167861,4.72E-15,*,2017
866,J1624-4411,J1624-4411,0.233164,7.99E-16,*,2006
867,J1624-4613,J1624-4613,0.871243,6.07E-17,*,2006
868,J1624-4721,J1624-4721,0.448723,4.15E-15,*,2003
869,J1624+8643,J1624+8643,0.395763,2.55E-16,*,2014
870,J1625-4048,J1625-4048,2.355278,4.43E-16,*,1996
871,J1625-4904,J1625-4904,0.460339,1.68E-14,*,2001
872,J1625-4913,J1625-4913,0.355856,6.65E-15,*,2010
873,J1626-4537,J1626-4537,0.370141,8.28E-15,*,2003
874,J1626-4807,J1626-4807,0.293928,1.75E-14,*,2001
875,J1626-6621,J1626-6621,0.450868,7.66E-16,*,2012
876,J1627+1419,J1627+1419,0.490857,3.93E-16,*,1995
877,J1627-4706,J1627-4706,0.140746,1.73E-15,*,2006
878,J1627-4845,J1627-4845,0.612331,3.64E-15,*,1996
879,J1627-5547,J1627-5547,0.352464,7.38E-16,*,2003
880,J1627-5936,J1627-5936,0.354234,8E-18,*,2010
881,J1628+4406,J1628+4406,0.181178,1.94E-17,*,2014
882,J1628-4804,J1628-4804,0.865971,1.24E-15,*,2001
883,J1628-4828,J1628-4828,4.137539,1.75E-14,*,2003
884,J1629-3636,J1629-3636,2.988193,7E-15,*,2012
885,J1629-3825,J1629-3825,0.526365,4.44E-16,*,2019
886,J1629-6902,J1629-6902,0.006001,1E-20,*,2001
887,J1630+3734,J1630+3734,0.003318,1.08E-20,He[san16],2016
888,J1630-4719,J1630-4719,0.559071,1.42E-14,*,2003
889,B1626-47,J1630-4733,0.575971,2.23E-14,*,1992
890,J1631-1612,J1631-1612,0.677684,1.1E-15,*,2013
891,J1631-4155,J1631-4155,0.551241,8.81E-18,*,2006
892,J1632-1013,J1632-1013,0.717637,6.6E-17,*,2006
893,J1632-4509,J1632-4509,1.04681,1.49E-14,*,2004
894,J1632-4621,J1632-4621,1.709154,7.6E-14,*,2001
895,J1632-4757,J1632-4757,0.228564,1.51E-14,*,2004
896,J1632-4818,J1632-4818,0.813453,6.5E-13,*,2001
897,J1633-2009,J1633-2009,0.935557,1.07E-15,*,2013
898,B1630-44,J1633-4453,0.436507,6.2E-15,*,1992
899,J1633-4805,J1633-4805,0.71083,7.69E-14,*,2003
900,B1629-50,J1633-5015,0.352145,3.79E-15,*,1992
901,J1634-5107,J1634-5107,0.507356,1.57E-15,*,2006
902,J1634-5640,J1634-5640,0.224201,4.1E-17,*,2012
903,J1635-1511,J1635-1511,1.179387,2.32E-16,*,2009
904,B1633+24,J1635+2418,0.490507,1.19E-16,*,1980
905,J1635-4513,J1635-4513,1.594746,3.6E-15,*,2003
906,J1635-4944,J1635-4944,0.671964,8.79E-15,*,2003
907,B1630-59,J1635-5954,0.529121,1.37E-15,*,1978
908,J1636-2614,J1636-2614,0.510454,4.06E-15,*,2012
909,J1636-4440,J1636-4440,0.206649,4.67E-14,*,2009
910,J1636-4803,J1636-4803,1.204644,2.07E-14,*,2003
911,J1636-4933,J1636-4933,0.430367,1.51E-15,*,2003
912,J1637-4335,J1637-4335,0.771367,3.62E-15,*,2003
913,J1637-4450,J1637-4450,0.25287,5.75E-16,*,2006
914,B1634-45,J1637-4553,0.118771,3.19E-15,*,1992
915,J1637-4642,J1637-4642,0.154027,5.92E-14,*,2003
916,J1637-4721,J1637-4721,1.165741,4.44E-15,*,2003
917,J1637-4816,J1637-4816,0.837365,5.83E-15,*,2009
918,J1638-3815,J1638-3815,0.698261,7.7E-17,*,2006
919,J1638-3951,J1638-3951,0.77113,5.9E-16,*,2013
920,J1638-4233,J1638-4233,0.510929,1.01E-14,*,2012
921,J1638-4344,J1638-4344,1.121944,2.5E-17,*,2003
922,J1638-4417,J1638-4417,0.117802,1.61E-15,*,2004
923,J1638-4608,J1638-4608,0.278137,5.15E-14,*,2003
924,J1638-4725,J1638-4725,0.763933,4.79E-15,MS[lfl+06],2006
925,J1638-5226,J1638-5226,0.340503,2.65E-15,*,2003
926,J1639-4359,J1639-4359,0.587559,1.5E-17,*,2003
927,B1635-45,J1639-4604,0.264558,2.89E-15,*,1992
928,J1640+2224,J1640+2224,0.003163,2.82E-21,He(?)[vdk+18],1995
929,J1640-4631,J1640-4631,0.206443,9.76E-13,*,2014
930,J1640-4648,J1640-4648,0.178352,8.06E-16,*,2003
931,B1636-47,J1640-4715,0.517405,4.2E-14,*,1992
932,J1640-4951,J1640-4951,0.739099,3.34E-16,*,2003
933,J1641-2347,J1641-2347,1.091008,4.11E-17,*,2001
934,J1641-5317,J1641-5317,0.175106,3.7E-15,*,2017
935,J1641+8049,J1641+8049,0.002021,8.95E-21,UL[lsk+18],2014
936,J1643-1224,J1643-1224,0.004622,1.85E-20,He[lnl+95],1995
937,J1643-4505,J1643-4505,0.237383,3.18E-14,*,2006
938,J1643-4522,J1643-4522,1.347899,8.28E-15,*,2003
939,J1643-4550,J1643-4550,0.717508,3E-14,*,2003
940,B1641-45,J1644-4559,0.455078,2.01E-14,*,1973
941,J1644-4657,J1644-4657,0.125962,7.5E-16,*,2013
942,B1642-03,J1645-0317,0.38769,1.78E-15,*,1969
943,J1645+1012,J1645+1012,0.410861,8.13E-17,*,1995
944,J1646-4308,J1646-4308,0.84068,1.1E-16,*,2003
945,B1643-43,J1646-4346,0.231603,1.13E-13,*,1992
946,J1646-5123,J1646-5123,0.530075,2.1E-15,*,2006
947,B1641-68,J1646-6831,1.785611,1.7E-15,*,1978
948,J1647-3607,J1647-3607,0.212316,1.29E-16,*,2010
949,J1647-4552,J1647-4552,10.610656,8.33E-13,*,2006
950,J1647+6608,J1647+6608,1.599798,7.84E-15,*,2014
951,J1648-3256,J1648-3256,0.719455,3.53E-15,*,1996
952,J1648-4458,J1648-4458,0.629632,1.85E-15,*,2003
953,J1648-4611,J1648-4611,0.16495,2.37E-14,*,2003
954,J1648-6044,J1648-6044,0.583765,4.29E-16,*,2010
955,J1649+2533,J1649+2533,1.015257,5.59E-16,*,1995
956,J1649-3805,J1649-3805,0.262026,3.67E-17,*,2006
957,J1649-3935,J1649-3935,0.77091,3.91E-17,*,2015
958,J1649-4349,J1649-4349,0.870712,4.4E-17,*,2001
959,J1649-4653,J1649-4653,0.557019,4.97E-14,*,2003
960,J1649-4729,J1649-4729,0.297692,6.55E-15,*,2001
961,J1649-5553,J1649-5553,0.613571,1.7E-15,*,2001
962,J1650-1654,J1650-1654,1.749552,3.2E-15,*,1996
963,J1650-4126,J1650-4126,0.308918,1.98E-17,*,2003
964,J1650-4341,J1650-4341,0.309398,1.67E-17,*,2003
965,J1650-4502,J1650-4502,0.38087,1.61E-14,*,2001
966,J1650-4601,J1650-4601,0.127123,1.51E-14,*,2017
967,J1650-4921,J1650-4921,0.156399,1.82E-15,*,2006
968,B1648-17,J1651-1709,0.973394,3.04E-15,*,1978
969,B1648-42,J1651-4246,0.844081,4.76E-15,*,1978
970,J1651-4519,J1651-4519,0.517443,8.19E-15,*,2003
971,B1647-52,J1651-5222,0.635058,1.81E-15,*,1978
972,B1647-528,J1651-5255,0.890534,2.07E-15,*,1978
973,J1651-7642,J1651-7642,1.755311,1.36E-15,*,2009
974,J1652-1400,J1652-1400,0.305447,1.76E-17,*,2009
975,B1649-23,J1652-2404,1.703739,3.16E-15,*,1978
976,J1652+2651,J1652+2651,0.915803,6.54E-16,*,1995
977,J1652-4406,J1652-4406,7.707183,9.5E-15,*,2011
978,J1653-2054,J1653-2054,0.004129,1.12E-20,He(?)[btb+15],2015
979,B1650-38,J1653-3838,0.305037,2.79E-15,*,1992
980,J1653-4030,J1653-4030,1.019372,4.36E-16,*,2006
981,J1653-4249,J1653-4249,0.612558,4.81E-15,*,2001
982,J1653-4315,J1653-4315,0.41928,1.5E-17,*,2003
983,J1653-4854,J1653-4854,3.05951,3.45E-15,*,2003
984,J1654-2713,J1654-2713,0.791822,1.68E-16,*,1998
985,J1654-3710,J1654-3710,0.939165,7.35E-16,*,2006
986,J1654-4140,J1654-4140,1.273945,1.3E-16,*,2003
987,J1654-4245,J1654-4245,1.101555,5.12E-14,*,2009
988,J1655-3048,J1655-3048,0.542936,3.66E-17,*,2001
989,J1655-3844,J1655-3844,1.193439,2E-15,*,2013
990,J1656-3621,J1656-3621,0.730134,1.28E-15,*,2006
991,J1657-4432,J1657-4432,0.609607,8.2E-15,*,2003
992,J1658-4306,J1658-4306,1.166449,4.28E-14,*,2003
993,J1658-4958,J1658-4958,0.416874,3.86E-15,*,2004
994,J1658-5324,J1658-5324,0.002439,1.12E-20,*,2012
995,B1657-13,J1659-1305,0.640958,6.18E-16,*,1985
996,J1659-4316,J1659-4316,0.474381,1.71E-16,*,2003
997,J1659-4439,J1659-4439,0.353293,2.5E-17,*,2003
998,J1700-3312,J1700-3312,1.358307,4.71E-15,*,1996
999,J1700-3611,J1700-3611,1.494091,4.32E-15,*,2006
1000,J1700-3919,J1700-3919,0.560504,5.03E-18,*,2004
1001,J1700-4012,J1700-4012,0.283792,9.91E-17,*,2006
1002,J1700-4422,J1700-4422,0.755535,4E-17,*,2010
1003,J1700-4939,J1700-4939,0.578363,1.08E-15,*,2003
1004,J1701-3006D,J1701-3006D,0.003418,1.26E-19,He[lfrj12],2003
1005,J1701-3006E,J1701-3006E,0.003234,3.1E-19,UL[lfrj12],2003
1006,J1701-3006F,J1701-3006F,0.002295,2.22E-19,UL[lfrj12],2003
1007,J1701-3130,J1701-3130,0.291341,5.6E-17,*,2001
1008,B1658-37,J1701-3726,2.454618,1.11E-14,*,1992
1009,B1657-45,J1701-4533,0.322909,5.19E-16,*,1992
1010,J1701-4958,J1701-4958,0.804304,1.1E-16,*,2013
1011,J1702-3932,J1702-3932,0.390328,3.78E-16,*,2003
1012,J1702-4128,J1702-4128,0.182136,5.23E-14,*,2003
1013,J1702-4217,J1702-4217,0.227565,1.14E-17,*,2004
1014,J1702-4306,J1702-4306,0.215507,9.79E-15,*,2009
1015,J1702-4310,J1702-4310,0.240524,2.24E-13,*,2003
1016,J1702-4428,J1702-4428,2.123506,3.3E-15,*,2003
1017,B1700-18,J1703-1846,0.804341,1.73E-15,*,1972
1018,B1700-32,J1703-3241,1.211785,6.6E-16,*,1973
1019,J1703-4442,J1703-4442,1.747293,1.43E-14,*,2003
1020,J1703-4851,J1703-4851,1.396405,5.07E-15,*,1996
1021,J1704-5236,J1704-5236,0.230708,5.2E-17,*,2012
1022,B1659-60,J1704-6016,0.306323,9.1E-16,*,1978
1023,B1702-19,J1705-1906,0.298987,4.14E-15,*,1978
1024,J1705-3423,J1705-3423,0.255427,1.08E-15,*,1996
1025,J1705-3936,J1705-3936,0.854482,1.93E-14,*,2003
1026,J1705-3950,J1705-3950,0.318941,6.06E-14,*,2003
1027,J1705-4108,J1705-4108,0.861067,3.47E-14,*,2003
1028,J1705-4331,J1705-4331,0.222561,7.12E-17,*,2010
1029,J1705-6135,J1705-6135,0.808546,6E-17,*,2010
1030,J1706-3839,J1706-3839,0.586287,3E-15,*,2003
1031,J1706-4310,J1706-4310,0.616979,6.51E-15,*,2003
1032,J1706-6118,J1706-6118,0.361921,2.92E-16,*,2001
1033,B1703-40,J1707-4053,0.581017,1.92E-15,*,1992
1034,J1707-4341,J1707-4341,0.890594,5.7E-15,*,2003
1035,J1707-4417,J1707-4417,5.763777,1.16E-14,*,2010
1036,J1707-4729,J1707-4729,0.266474,1.56E-15,*,2003
1037,J1708-3426,J1708-3426,0.692113,4.2E-15,*,1996
1038,J1708-3506,J1708-3506,0.004505,1.14E-20,He[bbb+11],2010
1039,J1708-3641,J1708-3641,0.587567,1.35E-16,*,2015
1040,J1708-3827,J1708-3827,1.225782,8.6E-15,*,2003
1041,J1708-4008,J1708-4008,11.006262,1.96E-11,*,1997
1042,J1708-4522,J1708-4522,1.297837,2.61E-15,*,2004
1043,B1701-75,J1708-7539,1.191024,1.88E-15,*,1978
1044,B1706-16,J1709-1640,0.653054,6.31E-15,*,1969
1045,J1709+2313,J1709+2313,0.004631,3.63E-21,He[lwf+04],1995
1046,J1709-3626,J1709-3626,0.447857,2.27E-15,*,2003
1047,J1709-3841,J1709-3841,0.586986,7.86E-15,*,2001
1048,J1709-4342,J1709-4342,1.735898,8E-16,*,2003
1049,J1709-4401,J1709-4401,0.865235,7.37E-15,*,2012
1050,B1706-44,J1709-4429,0.102459,9.3E-14,*,1992
1051,J1710-2616,J1710-2616,0.954158,2E-17,*,2012
1052,J1710-4148,J1710-4148,0.286561,1.02E-16,*,2003
1053,J1710+4923,J1710+4923,0.00322,1.82E-20,*,2014
1054,B1709-15,J1711-1509,0.868804,1.1E-15,*,1985
1055,J1711-3826,J1711-3826,0.465365,7.41E-15,*,2003
1056,J1711-4322,J1711-4322,0.102618,2.67E-17,He[lfl+06],2006
1057,B1707-53,J1711-5350,0.899218,1.55E-14,*,1978
1058,J1712-2715,J1712-2715,0.25536,1.28E-15,*,2001
1059,J1713+0747,J1713+0747,0.00457,8.53E-21,He[sns+05],1993
1060,J1713-3844,J1713-3844,1.600114,1.77E-13,*,2003
1061,J1714-1054,J1714-1054,0.696279,5.88E-17,*,2009
1062,J1714-3810,J1714-3810,3.824936,5.88E-11,*,2010
1063,J1715-3247,J1715-3247,1.260214,9.2E-17,*,2009
1064,J1715-3700,J1715-3700,0.779628,1.46E-16,*,2001
1065,J1715-3859,J1715-3859,0.928108,4.4E-15,*,2006
1066,J1715-3903,J1715-3903,0.278481,3.77E-14,*,2003
1067,J1715-4034,J1715-4034,2.072155,3.03E-15,*,2003
1068,J1715-4254,J1715-4254,0.573745,8.76E-16,*,2004
1069,J1716-3720,J1716-3720,0.630314,1.8E-14,*,2001
1070,J1716-4005,J1716-4005,0.311813,2.87E-15,*,2013
1071,J1716-4111,J1716-4111,1.036067,2.88E-15,*,2009
1072,J1716-4711,J1716-4711,0.555824,8.33E-16,*,2012
1073,B1714-34,J1717-3425,0.656299,9.8E-15,*,1992
1074,J1717-3737,J1717-3737,0.682419,5.29E-15,*,2003
1075,J1717-3847,J1717-3847,1.149499,8.2E-16,*,2003
1076,J1717-3953,J1717-3953,1.085521,3.3E-17,*,2006
1077,J1717-4043,J1717-4043,0.397857,1.22E-14,*,2003
1078,J1717-40435,J1717-40435,0.349929,1.75E-15,*,2003
1079,B1713-40,J1717-4054,0.887719,3.7E-15,*,1992
1080,J1717-5800,J1717-5800,0.321793,1.96E-16,*,2001
1081,J1718-3714,J1718-3714,1.289379,2.62E-14,*,2004
1082,J1718-3718,J1718-3718,3.378574,1.61E-12,*,2004
1083,J1718-3825,J1718-3825,0.07467,1.32E-14,*,2001
1084,J1718-4539,J1718-4539,0.590473,7.51E-15,*,2006
1085,J1719-1438,J1719-1438,0.00579,8.04E-21,UL[bbb+11a],2011
1086,J1719-2330,J1719-2330,0.453993,2.19E-15,*,2012
1087,B1715-40,J1719-4006,0.189094,1.67E-15,*,1992
1088,J1719-4302,J1719-4302,0.235475,3.92E-16,*,2003
1089,B1718-02,J1720-0212,0.477715,8.28E-17,*,1978
1090,B1717-16,J1720-1633,1.565601,5.8E-15,*,1985
1091,J1720+2150,J1720+2150,1.615664,7.4E-16,*,1995
1092,J1720-2446,J1720-2446,0.874265,5.93E-16,*,2012
1093,B1717-29,J1720-2933,0.620448,7.46E-16,*,1972
1094,J1720-3659,J1720-3659,0.351125,3.27E-17,*,2001
1095,B1718-19,J1721-1936,1.004037,1.62E-15,*,1993
1096,J1721-1939,J1721-1939,0.40404,1.28E-16,*,2001
1097,J1721-2457,J1721-2457,0.003497,5.54E-21,*,2001
1098,B1718-35,J1721-3532,0.280424,2.52E-14,*,1992
1099,B1718-32,J1722-3207,0.477158,6.45E-16,*,1972
1100,B1718-36,J1722-3632,0.399183,4.46E-15,*,1992
1101,B1719-37,J1722-3712,0.236182,1.09E-14,*,1978
1102,J1722-4400,J1722-4400,0.218554,3.74E-16,*,2006
1103,J1723-2837,J1723-2837,0.001856,7.54E-21,MS[cls+13],2004
1104,J1723-2852,J1723-2852,0.625034,9E-16,*,2013
1105,J1723-3659,J1723-3659,0.202722,8.01E-15,*,2001
1106,J1724-3149,J1724-3149,0.948237,7.25E-15,*,2004
1107,J1724-3505,J1724-3505,1.221708,2.11E-14,*,2001
1108,J1724-4500,J1724-4500,1.309109,3.51E-15,*,2006
1109,J1725-0732,J1725-0732,0.239919,4.3E-16,*,2006
1110,J1725-2852,J1725-2852,1.257788,1.99E-15,*,2006
1111,J1725-3546,J1725-3546,1.032471,1.5E-14,*,2001
1112,J1725-3848,J1725-3848,2.062386,2.3E-14,*,2003
1113,J1725-3853,J1725-3853,0.004792,5E-20,*,2012
1114,J1725-4043,J1725-4043,1.465071,2.79E-15,*,2003
1115,J1726-3530,J1726-3530,1.110132,1.22E-12,*,2001
1116,J1726-3635,J1726-3635,0.287432,1.44E-15,*,2001
1117,J1726-4006,J1726-4006,0.882778,3.33E-15,*,2004
1118,J1727-2739,J1727-2739,1.2931,1.1E-15,*,2004
1119,J1727-2946,J1727-2946,0.027083,2.46E-19,CO[lem+15],2004
1120,B1726-00,J1728-0007,0.386004,1.12E-15,*,1985
1121,J1728-3733,J1728-3733,0.615538,7.2E-17,*,2001
1122,J1728-4028,J1728-4028,0.866343,2.33E-16,*,2006
1123,J1729-2117,J1729-2117,0.066293,1.72E-19,*,2015
1124,J1730-2304,J1730-2304,0.008123,2.02E-20,*,1995
1125,J1730-2900,J1730-2900,1.538427,8.85E-15,*,2006
1126,B1727-33,J1730-3350,0.13946,8.48E-14,*,1992
1127,J1730-3353,J1730-3353,3.270242,2.2E-14,*,2004
1128,J1731-1847,J1731-1847,0.002345,2.54E-20,UL[bbb+11],2010
1129,J1731-3123,J1731-3123,0.753048,1.68E-15,*,2004
1130,J1731-3322,J1731-3322,0.544671,2.81E-14,*,2015
1131,B1727-47,J1731-4744,0.829829,1.64E-13,*,1968
1132,J1732-1930,J1732-1930,0.48377,1.82E-16,*,1998
1133,J1732-3131,J1732-3131,0.196543,2.8E-14,*,2009
1134,J1732-3426,J1732-3426,0.332887,4.02E-16,*,2006
1135,J1732-3729,J1732-3729,2.184001,1.3E-15,*,2003
1136,B1729-41,J1732-4128,0.627981,1.28E-14,*,1978
1137,J1732-4156,J1732-4156,0.323434,6.61E-16,*,2004
1138,J1732-5049,J1732-5049,0.005313,1.42E-20,He[eb01b],2001
1139,B1730-22,J1733-2228,0.871683,4.27E-17,*,1973
1140,J1733-2533,J1733-2533,0.659794,2.1E-15,*,2006
1141,J1733-2837,J1733-2837,0.768185,1.11E-15,*,2006
1142,J1733-3030,J1733-3030,0.362052,1.65E-15,*,2004
1143,J1733-3322,J1733-3322,1.245915,4.1E-15,*,2002
1144,B1730-37,J1733-3716,0.337594,1.5E-14,*,1992
1145,J1733-4005,J1733-4005,0.561778,3.62E-15,*,2004
1146,J1733-5515,J1733-5515,1.011234,4E-16,*,2012
1147,B1732-02,J1734-0212,0.839394,4.21E-16,*,1985
1148,J1734-2415,J1734-2415,0.612524,1.05E-15,*,2006
1149,J1734-3058,J1734-3058,0.541286,1.62E-17,*,2015
1150,J1734-3333,J1734-3333,1.169341,2.28E-12,*,2002
1151,J1735-0243,J1735-0243,0.782887,6.32E-16,*,2013
1152,B1732-07,J1735-0724,0.419335,1.21E-15,*,1976
1153,J1735-3258,J1735-3258,0.350963,2.61E-14,*,2002
1154,J1736-2457,J1736-2457,2.642223,3.43E-15,*,2006
1155,J1736-2819,J1736-2819,1.592419,1.49E-14,*,2004
1156,J1736-2843,J1736-2843,6.445036,3E-14,*,2004
1157,J1736-3511,J1736-3511,0.502803,1.57E-15,*,2003
1158,J1737-0811,J1737-0811,0.004175,7.93E-21,UL(?)[blr+13],2013
1159,J1737-3102,J1737-3102,0.768672,3.73E-14,*,2002
1160,J1737-3137,J1737-3137,0.450432,1.39E-13,*,2002
1161,J1737-3320,J1737-3320,0.816273,2.25E-15,*,2004
1162,B1734-35,J1737-3555,0.397585,6.12E-15,*,1992
1163,J1738+0333,J1738+0333,0.00585,2.41E-20,He[avk+12],2005
1164,J1738-2330,J1738-2330,1.978847,8.56E-15,*,2006
1165,J1738-2647,J1738-2647,0.349591,3.15E-15,*,2004
1166,J1738-2736,J1738-2736,0.627716,4.62E-15,*,2015
1167,J1738-2955,J1738-2955,0.443398,8.19E-14,*,2002
1168,J1738-3107,J1738-3107,0.549498,2.96E-16,*,2004
1169,B1735-32,J1738-3211,0.768499,7.95E-16,*,1987
1170,J1738-3316,J1738-3316,0.730373,8.86E-17,*,2004
1171,J1739+0612,J1739+0612,0.234169,1.56E-16,*,2009
1172,J1739-1313,J1739-1313,1.215698,8.17E-17,*,2001
1173,J1739-2521,J1739-2521,1.818461,2.4E-16,*,2017
1174,B1736-29,J1739-2903,0.322888,7.87E-15,*,1986
1175,J1739-3023,J1739-3023,0.114368,1.14E-14,*,2002
1176,J1739-3049,J1739-3049,0.239317,2.18E-15,*,2002
1177,B1736-31,J1739-3131,0.529441,1.86E-14,*,1986
1178,J1739-3159,J1739-3159,0.877561,1.97E-16,*,2002
1179,J1739-3951,J1739-3951,0.341772,1.99E-17,*,2006
1180,J1740+1000,J1740+1000,0.154087,2.15E-14,*,2000
1181,B1737+13,J1740+1311,0.80305,1.45E-15,*,1978
1182,J1740-2540,J1740-2540,1.692656,1.85E-15,*,2004
1183,B1737-30,J1740-3015,0.606887,4.66E-13,*,1986
1184,J1740-3052,J1740-3052,0.570313,2.55E-14,MS[bbn+11],2001
1185,J1740-3327,J1740-3327,0.515001,3.9E-15,*,2004
1186,J1740-5340A,J1740-5340A,0.00365,1.68E-19,MS[dpm+01],2001
1187,B1738-08,J1741-0840,2.043082,2.27E-15,*,1978
1188,J1741+1351,J1741+1351,0.003747,3.02E-20,He[jbo+07],2007
1189,J1741-2019,J1741-2019,3.904506,1.63E-14,*,2001
1190,J1741-2054,J1741-2054,0.4137,1.7E-14,*,2009
1191,J1741-2719,J1741-2719,0.346797,8.06E-17,*,2006
1192,J1741-2733,J1741-2733,0.892959,1.48E-16,*,2002
1193,J1741+2758,J1741+2758,1.360738,1.84E-15,*,1995
1194,J1741-2945,J1741-2945,0.223558,6.34E-16,*,2002
1195,J1741-3016,J1741-3016,1.893749,8.99E-15,*,2002
1196,B1737-39,J1741-3927,0.512212,1.71E-15,*,1978
1197,J1742-3957,J1742-3957,1.016349,8.16E-17,*,2006
1198,J1742-4616,J1742-4616,0.412401,3.38E-17,*,2001
1199,B1740-03,J1743-0339,0.444645,1.56E-15,*,1978
1200,B1740-13,J1743-1351,0.405337,4.78E-16,*,1985
1201,J1743-2442,J1743-2442,1.242508,4.72E-16,*,2004
1202,B1740-31,J1743-3150,2.414576,1.21E-13,*,1992
1203,J1743-3153,J1743-3153,0.193105,1.06E-14,*,2002
1204,J1743-4212,J1743-4212,0.306167,7.83E-16,*,2001
1205,J1744-1134,J1744-1134,0.004075,8.93E-21,*,1997
1206,J1744-1610,J1744-1610,1.757206,2.38E-15,*,2001
1207,J1744-2335,J1744-2335,1.683507,8.33E-16,*,1998
1208,J1744-3130,J1744-3130,1.066061,2.12E-14,*,2002
1209,J1744-3922,J1744-3922,0.172444,1.55E-18,UL[brr+07],2004
1210,J1744-5337,J1744-5337,0.355666,1.9E-16,*,2012
1211,J1744-7619,J1744-7619,0.004688,9.68E-21,*,2018
1212,J1745-0129,J1745-0129,1.045407,6.31E-16,*,2001
1213,J1745-0952,J1745-0952,0.019376,9.25E-20,He[jsb+10],2001
1214,J1745+1017,J1745+1017,0.002652,2.73E-21,UL[bgc+13],2013
1215,J1745-2229,J1745-2229,1.160593,2.86E-15,*,2004
1216,J1745-2900,J1745-2900,3.763733,1.76E-11,*,2013
1217,B1742-30,J1745-3040,0.367432,1.07E-14,*,1973
1218,J1745-3812,J1745-3812,0.698353,2.43E-15,*,2012
1219,J1746+2245,J1746+2245,3.465038,4.92E-15,*,2005
1220,J1746+2540,J1746+2540,1.058148,1.05E-15,*,1995
1221,J1746-2849,J1746-2849,1.47848,1.27E-14,*,2009
1222,J1746-2850,J1746-2850,1.077101,1.34E-12,*,2009
1223,J1746-2856,J1746-2856,0.945224,1.25E-14,*,2006
1224,J1746-3239,J1746-3239,0.199541,6.56E-15,*,2012
1225,J1747-1030,J1747-1030,1.578793,4.3E-16,*,2012
1226,J1747-2647,J1747-2647,0.500254,1.32E-14,*,2009
1227,J1747-2802,J1747-2802,2.780079,2.37E-15,*,2002
1228,J1747-2809,J1747-2809,0.052153,1.56E-13,*,2009
1229,J1747-2958,J1747-2958,0.098814,6.13E-14,*,2002
1230,J1747-4036,J1747-4036,0.001646,1.31E-20,*,2012
1231,B1745-12,J1748-1300,0.394133,1.21E-15,*,1978
1232,B1745-20A,J1748-2021A,0.288603,3.99E-16,*,1989
1233,J1748-2021D,J1748-2021D,0.013496,5.87E-19,*,2008
1234,J1748-2021E,J1748-2021E,0.016264,3.12E-19,*,2008
1235,J1748-2444,J1748-2444,0.442838,1.11E-16,*,1990
1236,J1748-2446aj,J1748-2446aj,0.002959,1.41E-19,*,2018
1237,J1748-2446ak,J1748-2446ak,0.00189,8.85E-20,*,2018
1238,J1749-2347,J1749-2347,0.874486,2.42E-15,*,2004
1239,J1749-2629,J1749-2629,1.335388,1.72E-15,*,2002
1240,B1746-30,J1749-3002,0.609874,7.87E-15,*,1992
1241,J1749-4931,J1749-4931,0.445822,5.9E-16,*,2012
1242,J1749-5417,J1749-5417,0.307577,1.5E-16,*,2019
