,NAME,PSRJ,P0,P1,BINCOMP,DISC
2058,J1952+2630,J1952+2630,0.020732,4.27E-18,CO[ltk+14],2011
2059,B1951+32,J1952+3252,0.039531,5.84E-15,*,1988
2060,J1953+1149,J1953+1149,0.85189,2.86E-15,*,1995
2061,J1953+2732,J1953+2732,1.333965,1.77E-15,*,2013
2062,J1954+1021,J1954+1021,2.09944,1.73E-15,*,2018
2063,J1954+2407,J1954+2407,0.193405,1.06E-15,*,2017
2064,J1954+2836,J1954+2836,0.092709,2.12E-14,*,2010
2065,B1952+29,J1954+2923,0.426677,1.71E-18,*,1970
2066,J1954+3852,J1954+3852,0.352933,6.6E-15,*,2018
2067,J1954+4357,J1954+4357,1.387041,2.2E-15,*,2014
2068,J1955+2527,J1955+2527,0.004873,9.12E-21,*,2012
2069,B1953+29,J1955+2908,0.006133,2.97E-20,He[gsf+11],1983
2070,B1953+50,J1955+5059,0.518938,1.37E-15,*,1978
2071,J1955+6708,J1955+6708,0.008565,1.26E-20,*,2014
2072,J1956+0838,J1956+0838,0.303911,2.2E-16,*,2001
2073,J1957+2516,J1957+2516,0.003962,2.74E-20,UL(?)[sab+16],2015
2074,J1957+2831,J1957+2831,0.307683,3.11E-15,*,1998
2075,J1957+5033,J1957+5033,0.374806,7.08E-15,*,2010
2076,J1958+2846,J1958+2846,0.290389,2.12E-13,*,2009
2077,B1957+20,J1959+2048,0.001607,1.69E-20,UL[rcf+06],1988
2078,J1959+3620,J1959+3620,0.406081,3.6E-17,*,2013
2079,J2001+4258,J2001+4258,0.719166,1.73E-14,*,2014
2080,J2002+1637,J2002+1637,0.276497,2.25E-16,*,1995
2081,B2000+32,J2002+3217,0.696761,1.05E-13,*,1986
2082,B2000+40,J2002+4050,0.905067,1.74E-15,*,1985
2083,J2004+2653,J2004+2653,0.665879,5.67E-17,*,2017
2084,B2002+31,J2004+3137,2.111265,7.46E-14,*,1970
2085,J2004+3429,J2004+3429,0.240953,2.07E-13,*,2013
2086,J2005-0020,J2005-0020,2.279661,2.57E-14,*,1996
2087,J2005+3547,J2005+3547,0.615034,2.81E-16,*,2013
2088,J2005+3552,J2005+3552,0.307943,2.99E-15,*,2013
2089,B2003-08,J2006-0807,0.580871,4.6E-17,*,1978
2090,J2006+3102,J2006+3102,0.163695,2.49E-14,*,2013
2091,J2007+0809,J2007+0809,0.325724,1.37E-16,*,2001
2092,J2007+0910,J2007+0910,0.458735,3.32E-16,*,2005
2093,J2007+2722,J2007+2722,0.024497,9.61E-19,*,2010
2094,J2007+3120,J2007+3120,0.608205,1.56E-14,*,2013
2095,J2008+2513,J2008+2513,0.589196,5.4E-15,*,1995
2096,J2009+3326,J2009+3326,1.438369,1.47E-15,*,2006
2097,J2010-1323,J2010-1323,0.005223,4.82E-21,*,2007
2098,J2010+2845,J2010+2845,0.565369,9.07E-17,*,2013
2099,J2010+3230,J2010+3230,1.442448,3.62E-15,*,2006
2100,J2011+3331,J2011+3331,0.931733,1.79E-15,*,2006
2101,J2012-2029,J2012-2029,0.544002,5.48E-16,*,2013
2102,J2013-0649,J2013-0649,0.580187,6.01E-16,*,2013
2103,J2013+3058,J2013+3058,0.276028,1.52E-16,*,2013
2104,B2011+38,J2013+3845,0.230194,8.85E-15,*,1985
2105,J2015+2524,J2015+2524,2.303299,5.1E-16,*,1995
2106,J2016+1948,J2016+1948,0.06494,4.01E-19,He[gsf+11],2003
2107,J2017+0603,J2017+0603,0.002896,7.99E-21,He[cgj+11],2011
2108,J2017-1614,J2017-1614,0.002314,2.45E-21,UL[san16],2016
2109,J2017+2043,J2017+2043,0.537143,9.96E-16,*,2003
2110,J2017+3625,J2017+3625,0.166749,1.36E-15,*,2017
2111,J2017+5906,J2017+5906,0.403478,2.22E-16,*,2014
2112,B2016+28,J2018+2839,0.557953,1.48E-16,*,1968
2113,J2018+3431,J2018+3431,0.387664,1.84E-15,*,2006
2114,J2019+2425,J2019+2425,0.003935,7.02E-21,He[nss01],1993
2115,J2021+3651,J2021+3651,0.103741,9.57E-14,*,2002
2116,J2021+4026,J2021+4026,0.265318,5.47E-14,*,2009
2117,B2020+28,J2022+2854,0.343402,1.89E-15,*,1973
2118,J2022+3842,J2022+3842,0.048579,8.61E-14,*,2011
2119,B2021+51,J2022+5154,0.529197,3.06E-15,*,1970
2120,B2022+50,J2023+5037,0.372619,2.51E-15,*,1985
2121,B2025+21,J2027+2146,0.398173,2.03E-16,*,1975
2122,J2027+4557,J2027+4557,1.099651,3.09E-16,*,2008
2123,J2027+7502,J2027+7502,0.515219,8.89E-16,*,2014
2124,J2028+3332,J2028+3332,0.176707,4.86E-15,*,2012
2125,B2027+37,J2029+3744,1.216805,1.23E-14,*,1985
2126,B2028+22,J2030+2228,0.630513,8.85E-16,*,1975
2127,J2030+3641,J2030+3641,0.200129,6.5E-15,*,2012
2128,J2030+4415,J2030+4415,0.22707,6.48E-15,*,2012
2129,J2032+4127,J2032+4127,0.143246,1.13E-14,MS[lsk+15],2009
2130,J2033+0042,J2033+0042,5.0134,9.7E-15,*,2010
2131,J2033+1734,J2033+1734,0.005949,1.11E-20,He[rtj+96],1996
2132,J2033-1938,J2033-1938,1.281719,4.55E-16,*,2013
2133,J2036+2835,J2036+2835,1.358727,2.09E-15,*,2013
2134,B2034+19,J2037+1942,2.074377,2.04E-15,*,1985
2135,B2035+36,J2037+3621,0.618715,4.5E-15,*,1985
2136,J2038-3816,J2038-3816,1.577286,4.13E-15,*,1998
2137,B2036+53,J2038+5319,1.424568,9.44E-16,*,1985
2138,J2040+1657,J2040+1657,0.865606,5.95E-16,*,2005
2139,J2042+0246,J2042+0246,0.004534,1.4E-20,He[san16],2016
2140,J2043+1711,J2043+1711,0.00238,5.24E-21,He[gfc+12],2011
2141,J2043+2740,J2043+2740,0.096131,1.27E-15,*,1996
2142,J2044+4614,J2044+4614,1.392715,6.3E-16,*,1996
2143,J2045+0912,J2045+0912,0.395555,1.95E-16,*,2005
2144,J2045+3633,J2045+3633,0.031682,5.88E-19,CO[bcf+17],2017
2145,B2043-04,J2046-0421,1.546938,1.47E-15,*,1978
2146,B2044+15,J2046+1540,1.138286,1.82E-16,*,1978
2147,B2045+56,J2046+5708,0.476735,1.11E-14,*,1985
2148,J2047+5029,J2047+5029,0.445945,4.18E-15,*,2009
2149,B2045-16,J2048-1616,1.961572,1.1E-14,*,1968
2150,J2048+2255,J2048+2255,0.283901,1.52E-17,*,2003
2151,J2050+1259,J2050+1259,1.22102,5.04E-16,*,2003
2152,J2051-0827,J2051-0827,0.004509,1.27E-20,UL[sbb96],1996
2153,J2053+1718,J2053+1718,0.119268,2.86E-19,*,2018
2154,J2053+4650,J2053+4650,0.012586,1.72E-19,CO[bcf+17],2017
2155,B2048-72,J2053-7200,0.341336,1.98E-16,*,1978
2156,B2053+21,J2055+2209,0.815181,1.34E-15,*,1985
2157,J2055+2539,J2055+2539,0.319561,4.08E-15,*,2010
2158,B2053+36,J2055+3630,0.221508,3.69E-16,*,1982
2159,J2105+6223,J2105+6223,2.304879,5.22E-15,*,2015
2160,J2108-3429,J2108-3429,1.423102,3.5E-15,*,1998
2161,B2106+44,J2108+4441,0.414871,8.62E-17,*,1973
2162,J2111+2106,J2111+2106,3.953853,3.24E-15,*,2013
2163,J2111+4606,J2111+4606,0.15783,1.43E-13,*,2012
2164,B2110+27,J2113+2754,1.202852,2.62E-15,*,1980
2165,B2111+46,J2113+4644,1.014685,7.15E-16,*,1970
2166,J2115+5448,J2115+5448,0.002603,7.49E-20,UL[san16],2016
2167,B2113+14,J2116+1414,0.440153,2.89E-16,*,1978
2168,J2123+5434,J2123+5434,0.138868,1.74E-19,*,2014
2169,B2122+13,J2124+1407,0.694053,7.68E-16,*,1985
2170,J2124-3358,J2124-3358,0.004931,2.06E-20,*,1997
2171,B2123-67,J2127-6648,0.325771,2.26E-16,*,1978
2172,B2127+11B,J2129+1210B,0.056133,9.54E-18,*,1990
2173,B2127+11C,J2129+1210C,0.030529,4.99E-18,NS[jcj+06],1990
2174,B2127+11E,J2129+1210E,0.004651,1.78E-19,*,1991
2175,B2127+11F,J2129+1210F,0.004027,3.2E-20,*,1993
2176,B2127+11G,J2129+1210G,0.03766,2E-18,*,1993
2177,B2127+11H,J2129+1210H,0.006743,2.4E-20,*,1993
2178,J2129-5721,J2129-5721,0.003726,2.09E-20,He[llb+96],1996
2179,J2136-1606,J2136-1606,1.227235,1.6E-17,*,2013
2180,J2137+6428,J2137+6428,1.750989,3.43E-15,*,2014
2181,J2139+2242,J2139+2242,1.083514,1.42E-15,*,1997
2182,J2139+4716,J2139+4716,0.282849,1.79E-15,*,2012
2183,J2143+0654,J2143+0654,9.428229,4.09E-14,*,2005
2184,J2144-3933,J2144-3933,8.509827,4.96E-16,*,1996
2185,J2144-5237,J2144-5237,0.005041,8.9E-21,*,2015
2186,J2145-0750,J2145-0750,0.016052,2.98E-20,CO[bkb+95],1994
2187,B2148+63,J2149+6329,0.38014,1.68E-16,*,1972
2188,B2148+52,J2150+5247,0.332206,1.01E-14,*,1985
2189,J2151+2315,J2151+2315,0.593534,7.08E-16,*,2004
2190,J2154-2812,J2154-2812,1.343361,6.13E-16,*,2018
2191,J2155+2813,J2155+2813,1.60902,9.16E-16,*,2004
2192,B2152-31,J2155-3118,1.030002,1.24E-15,*,1978
2193,B2151-56,J2155-5641,1.373654,4.23E-15,*,1978
2194,J2156+2618,J2156+2618,0.498149,1.42E-17,*,1996
2195,B2154+40,J2157+4017,1.525266,3.43E-15,*,1973
2196,J2204+2700,J2204+2700,0.084703,1.31E-19,He(?)[mgf+19],2013
2197,J2205+1444,J2205+1444,0.938014,9E-16,*,1996
2198,J2206+6151,J2206+6151,0.322674,3.97E-16,*,2013
2199,J2208+4056,J2208+4056,0.636957,5.28E-15,*,2014
2200,J2208+5500,J2208+5500,0.933163,6.99E-15,*,2009
2201,B2210+29,J2212+2933,1.004593,4.95E-16,*,1985
2202,J2214+3000,J2214+3000,0.003119,1.47E-20,UL[rrc+11],2011
2203,J2215+1538,J2215+1538,0.374196,2.37E-15,*,1996
2204,J2215+5135,J2215+5135,0.00261,3.34E-20,MS[hrm+11],2011
2205,J2216+5759,J2216+5759,0.419102,6.9E-14,*,2013
2206,J2217+5733,J2217+5733,1.056844,6.47E-16,*,2009
2207,B2217+47,J2219+4754,0.538469,2.77E-15,*,1969
2208,J2222-0137,J2222-0137,0.032818,5.8E-20,CO[blr+13],2013
2209,J2222+2923,J2222+2923,0.281399,6.17E-18,*,1996
2210,B2224+65,J2225+6535,0.682542,9.66E-15,*,1973
2211,J2228+6447,J2228+6447,1.892982,6.7E-16,*,2014
2212,J2229+2643,J2229+2643,0.002978,1.52E-21,He[lcf+96],1995
2213,J2229+6114,J2229+6114,0.051624,7.83E-14,*,2001
2214,B2227+61,J2229+6205,0.443055,2.26E-15,*,1982
2215,J2234+0611,J2234+0611,0.003577,1.2E-20,He[sfa+19],2013
2216,J2234+0944,J2234+0944,0.003627,2.01E-20,UL[tjl+17],2012
2217,J2234+2114,J2234+2114,1.358745,2.22E-16,*,1996
2218,J2235+1506,J2235+1506,0.059767,1.58E-19,*,1993
2219,J2236-5527,J2236-5527,0.006908,9.6E-21,He[bbb+13],2013
2220,J2238+5903,J2238+5903,0.162734,9.7E-14,*,2009
2221,J2240+5832,J2240+5832,0.139935,1.54E-14,*,2011
2222,J2241-5236,J2241-5236,0.002187,6.64E-21,UL[kjr+11],2011
2223,J2241+6941,J2241+6941,0.855401,2.69E-15,*,2014
2224,B2241+69,J2242+6950,1.664501,4.82E-15,*,1985
2225,J2243+1518,J2243+1518,0.596799,1.13E-16,*,2005
2226,J2248-0101,J2248-0101,0.477233,6.59E-16,*,1996
2227,J2253+1516,J2253+1516,0.792236,6.65E-17,*,1996
2228,B2255+58,J2257+5909,0.368246,5.75E-15,*,1972
2229,J2301+5852,J2301+5852,6.979071,4.71E-13,*,1981
2230,J2302+4442,J2302+4442,0.005192,1.38E-20,He(?)[cgj+11],2011
2231,J2302+6028,J2302+6028,1.206404,2.04E-15,*,1997
2232,B2303+30,J2305+3100,1.575886,2.89E-15,*,1969
2233,B2303+46,J2305+4707,1.066371,5.69E-16,CO[vk99],1985
2234,J2307+2225,J2307+2225,0.535829,8.7E-18,*,1996
2235,B2306+55,J2308+5547,0.475068,1.99E-16,*,1972
2236,J2310-0555,J2310-0555,0.002613,4.96E-21,He[san16],2016
2237,J2310+6706,J2310+6706,1.944789,7.56E-17,*,2015
2238,J2312+6931,J2312+6931,0.813375,6.28E-16,*,2014
2239,B2310+42,J2313+4253,0.349434,1.12E-16,*,1978
2240,J2317+1439,J2317+1439,0.003445,2.43E-21,He[dsw+17],1993
2241,B2315+21,J2317+2149,1.444653,1.05E-15,*,1978
2242,J2319+6411,J2319+6411,0.216018,1.63E-16,*,2008
2243,B2319+60,J2321+6024,2.256488,7.04E-15,*,1970
2244,J2322+2057,J2322+2057,0.004808,9.66E-21,*,1993
2245,J2322-2650,J2322-2650,0.003463,5.83E-22,UL[sbb+18],2018
2246,B2321-61,J2324-6054,2.347488,2.58E-15,*,1978
2247,J2325-0530,J2325-0530,0.868735,1.03E-15,*,2015
2248,B2323+63,J2325+6316,1.43631,2.83E-15,*,1978
2249,B2324+60,J2326+6113,0.233652,3.53E-16,*,1973
2250,B2327-20,J2330-2005,1.643622,4.63E-15,*,1976
2251,J2333+6145,J2333+6145,0.756899,1.18E-15,*,2013
2252,B2334+61,J2337+6151,0.49537,1.93E-13,*,1985
2253,J2339-0533,J2339-0533,0.002884,1.41E-20,MS[ssc+19],2014
2254,J2346-0609,J2346-0609,1.181463,1.36E-15,*,1996
2255,J2351+8533,J2351+8533,1.011727,8.8E-16,*,2014
2256,B2351+61,J2354+6155,0.944784,1.63E-14,*,1982
2257,J2355+2246,J2355+2246,1.840986,3.78E-15,*,2019
