,NAME,PSRJ,P0,P1,BINCOMP,
2569,J1959+3620,J1959+3620,0.406081,3.6E-17,NAN,
2570,J2000+29,J2000+29,3.0737,NAN,NAN,
2571,J2001+4258,J2001+4258,0.719166,1.73E-14,NAN,
2572,J2002+1637,J2002+1637,0.276497,2.25E-16,NAN,
2573,J2002+30,J2002+30,0.421794,NAN,NAN,
2574,B2000+32,J2002+3217,0.696761,1.05E-13,NAN,
2575,B2000+40,J2002+4050,0.905067,1.74E-15,NAN,
2576,J2004+2653,J2004+2653,0.665879,5.67E-17,NAN,
2577,B2002+31,J2004+3137,2.111265,7.46E-14,NAN,
2578,J2004+3429,J2004+3429,0.240953,2.07E-13,NAN,
2579,J2005-0020,J2005-0020,2.279661,2.57E-14,NAN,
2580,J2005+3547,J2005+3547,0.615034,2.81E-16,NAN,
2581,J2005+3552,J2005+3552,0.307943,2.99E-15,NAN,
2582,B2003-08,J2006-0807,0.580871,4.6E-17,NAN,
2583,J2006+22,J2006+22,1.7419,NAN,NAN,
2584,J2006+3102,J2006+3102,0.163695,2.49E-14,NAN,
2585,J2007+0809,J2007+0809,0.325724,1.37E-16,NAN,
2586,J2007+0910,J2007+0910,0.458735,3.32E-16,NAN,
2587,J2007+20,J2007+20,4.634,NAN,NAN,
2588,J2007+2722,J2007+2722,0.024497,9.61E-19,NAN,
2589,J2007+3120,J2007+3120,0.608205,1.56E-14,NAN,
2590,J2008+2513,J2008+2513,0.589196,5.4E-15,NAN,
2591,J2009+3326,J2009+3326,1.438369,1.47E-15,NAN,
2592,J2010-1323,J2010-1323,0.005223,4.82E-21,NAN,
2593,J2010+2845,J2010+2845,0.565369,9.07E-17,NAN,
2594,J2010+3230,J2010+3230,1.442448,3.62E-15,NAN,
2595,J2011+3331,J2011+3331,0.931733,1.79E-15,NAN,
2596,J2012-2029,J2012-2029,0.544002,5.48E-16,NAN,
2597,J2013-0649,J2013-0649,0.580187,6.01E-16,NAN,
2598,J2013+3058,J2013+3058,0.276028,1.52E-16,NAN,
2599,B2011+38,J2013+3845,0.230194,8.85E-15,NAN,
2600,J2015+2524,J2015+2524,2.303299,5.1E-16,NAN,
2601,J2016+1948,J2016+1948,0.06494,4.01E-19,He,
2602,J2017+0603,J2017+0603,0.002896,7.99E-21,He,
2603,J2017-1614,J2017-1614,0.002314,2.45E-21,UL,
2604,J2017+2043,J2017+2043,0.537143,9.96E-16,NAN,
2605,J2017+3625,J2017+3625,0.166749,1.36E-15,NAN,
2606,J2017+5906,J2017+5906,0.403478,2.22E-16,NAN,
2607,B2016+28,J2018+2839,0.557953,1.48E-16,NAN,
2608,J2018+3431,J2018+3431,0.387664,1.84E-15,NAN,
2609,J2019+2425,J2019+2425,0.003935,7.02E-21,He,
2610,J2021+3651,J2021+3651,0.103741,9.57E-14,NAN,
2611,J2021+4026,J2021+4026,0.265318,5.47E-14,NAN,
2612,J2022+21,J2022+21,0.8035,NAN,NAN,
2613,B2020+28,J2022+2854,0.343402,1.89E-15,NAN,
2614,J2022+3842,J2022+3842,0.048579,8.61E-14,NAN,
2615,B2021+51,J2022+5154,0.529197,3.06E-15,NAN,
2616,B2022+50,J2023+5037,0.372619,2.51E-15,NAN,
2617,J2024+48,J2024+48,1.262,NAN,NAN,
2618,B2025+21,J2027+2146,0.398173,2.03E-16,NAN,
2619,J2027+4557,J2027+4557,1.099651,3.09E-16,NAN,
2620,J2027+7502,J2027+7502,0.515219,8.89E-16,NAN,
2621,J2028+3332,J2028+3332,0.176707,4.86E-15,NAN,
2622,B2027+37,J2029+3744,1.216805,1.23E-14,NAN,
2623,B2028+22,J2030+2228,0.630513,8.85E-16,NAN,
2624,J2030+3641,J2030+3641,0.200129,6.5E-15,NAN,
2625,J2030+4415,J2030+4415,0.22707,6.48E-15,NAN,
2626,J2030+55,J2030+55,0.579,NAN,NAN,
2627,J2032+4127,J2032+4127,0.143246,1.13E-14,MS,
2628,J2033+0042,J2033+0042,5.0134,9.7E-15,NAN,
2629,J2033+1734,J2033+1734,0.005949,1.11E-20,He,
2630,J2033-1938,J2033-1938,1.281719,4.55E-16,NAN,
2631,J2036+2835,J2036+2835,1.358727,2.09E-15,NAN,
2632,J2036+66,J2036+66,0.5019,NAN,NAN,
2633,B2034+19,J2037+1942,2.074377,2.04E-15,NAN,
2634,B2035+36,J2037+3621,0.618715,4.5E-15,NAN,
2635,J2038+35,J2038+35,0.16,NAN,NAN,
2636,J2038-3816,J2038-3816,1.577286,4.13E-15,NAN,
2637,B2036+53,J2038+5319,1.424568,9.44E-16,NAN,
2638,J2040+1657,J2040+1657,0.865606,5.95E-16,NAN,
2639,J2042+0246,J2042+0246,0.004534,1.4E-20,He,
2640,J2043+1711,J2043+1711,0.00238,5.24E-21,He,
2641,J2043+2740,J2043+2740,0.096131,1.27E-15,NAN,
2642,J2043+7045,J2043+7045,0.588,NAN,NAN,
2643,J2044+4614,J2044+4614,1.392715,6.3E-16,NAN,
2644,J2045+0912,J2045+0912,0.395555,1.95E-16,NAN,
2645,J2045+3633,J2045+3633,0.031682,5.88E-19,CO,
2646,B2043-04,J2046-0421,1.546938,1.47E-15,NAN,
2647,B2044+15,J2046+1540,1.138286,1.82E-16,NAN,
2648,B2045+56,J2046+5708,0.476735,1.11E-14,NAN,
2649,J2047+1053,J2047+1053,0.00429,NAN,UL,
2650,J2047+5029,J2047+5029,0.445945,4.18E-15,NAN,
2651,B2045-16,J2048-1616,1.961572,1.1E-14,NAN,
2652,J2048+2255,J2048+2255,0.283901,1.52E-17,NAN,
2653,J2050+1259,J2050+1259,1.22102,5.04E-16,NAN,
2654,J2051-0827,J2051-0827,0.004509,1.27E-20,UL,
2655,J2051+12,J2051+12,0.5532,NAN,NAN,
2656,J2052+1218,J2052+1218,0.00199,NAN,UL,
2657,J2053+1718,J2053+1718,0.119268,2.86E-19,NAN,
2658,J2053+4650,J2053+4650,0.012586,1.72E-19,CO,
2659,B2048-72,J2053-7200,0.341336,1.98E-16,NAN,
2660,B2053+21,J2055+2209,0.815181,1.34E-15,NAN,
2661,J2055+2539,J2055+2539,0.319561,4.08E-15,NAN,
2662,B2053+36,J2055+3630,0.221508,3.69E-16,NAN,
2663,J2057+21,J2057+21,1.1667,NAN,NAN,
2664,J2102+38,J2102+38,1.19,NAN,NAN,
2665,J2105+07,J2105+07,3.74663,NAN,NAN,
2666,J2105+19,J2105+19,NAN,NAN,NAN,
2667,J2105+28,J2105+28,0.405737,NAN,NAN,
2668,J2105+6223,J2105+6223,2.304879,5.22E-15,NAN,
2669,J2108-3429,J2108-3429,1.423102,3.5E-15,NAN,
2670,B2106+44,J2108+4441,0.414871,8.62E-17,NAN,
2671,J2111+2106,J2111+2106,3.953853,3.24E-15,NAN,
2672,J2111+40,J2111+40,4.061,NAN,NAN,
2673,J2111+4606,J2111+4606,0.15783,1.43E-13,NAN,
2674,B2110+27,J2113+2754,1.202852,2.62E-15,NAN,
2675,B2111+46,J2113+4644,1.014685,7.15E-16,NAN,
2676,J2113+67,J2113+67,0.55217,NAN,NAN,
2677,J2115+5448,J2115+5448,0.002603,7.49E-20,UL,
2678,B2113+14,J2116+1414,0.440153,2.89E-16,NAN,
2679,J2122+24,J2122+24,0.5414,NAN,NAN,
2680,J2123+36,J2123+36,1.294,NAN,NAN,
2681,J2123+5434,J2123+5434,0.138868,1.74E-19,NAN,
2682,B2122+13,J2124+1407,0.694053,7.68E-16,NAN,
2683,J2124-3358,J2124-3358,0.004931,2.06E-20,NAN,
2684,B2123-67,J2127-6648,0.325771,2.26E-16,NAN,
2685,J2129-0429,J2129-0429,0.00762,NAN,MS,
2686,B2127+11A,J2129+1210A,0.110665,-2.1E-17,NAN,
2687,B2127+11B,J2129+1210B,0.056133,9.54E-18,NAN,
2688,B2127+11C,J2129+1210C,0.030529,4.99E-18,NS,
2689,B2127+11D,J2129+1210D,0.004803,-1.08E-18,NAN,
2690,B2127+11E,J2129+1210E,0.004651,1.78E-19,NAN,
2691,B2127+11F,J2129+1210F,0.004027,3.2E-20,NAN,
2692,B2127+11G,J2129+1210G,0.03766,2E-18,NAN,
2693,B2127+11H,J2129+1210H,0.006743,2.4E-20,NAN,
2694,J2129-5721,J2129-5721,0.003726,2.09E-20,He,
2695,J2136-1606,J2136-1606,1.227235,1.6E-17,NAN,
2696,J2137+6428,J2137+6428,1.750989,3.43E-15,NAN,
2697,J2138+4911,J2138+4911,0.696,NAN,NAN,
2698,J2139+00,J2139+00,0.31247,NAN,NAN,
2699,J2139+2242,J2139+2242,1.083514,1.42E-15,NAN,
2700,J2139+4716,J2139+4716,0.282849,1.79E-15,NAN,
2701,J2140-2310A,J2140-2310A,0.011019,-5.18E-20,NAN,
2702,J2140-2310B,J2140-2310B,0.012986,NAN,NAN,
2703,J2143+0654,J2143+0654,9.428229,4.09E-14,NAN,
2704,J2144-3933,J2144-3933,8.509827,4.96E-16,NAN,
2705,J2144-5237,J2144-5237,0.005041,8.9E-21,NAN,
2706,J2145-0750,J2145-0750,0.016052,2.98E-20,CO,
2707,B2148+63,J2149+6329,0.38014,1.68E-16,NAN,
2708,B2148+52,J2150+5247,0.332206,1.01E-14,NAN,
2709,J2151+2315,J2151+2315,0.593534,7.08E-16,NAN,
2710,J2154-2812,J2154-2812,1.343361,6.13E-16,NAN,
2711,J2155+2813,J2155+2813,1.60902,9.16E-16,NAN,
2712,B2152-31,J2155-3118,1.030002,1.24E-15,NAN,
2713,B2151-56,J2155-5641,1.373654,4.23E-15,NAN,
2714,J2156+2618,J2156+2618,0.498149,1.42E-17,NAN,
2715,B2154+40,J2157+4017,1.525266,3.43E-15,NAN,
2716,J2202+21,J2202+21,NAN,NAN,NAN,
2717,J2203+50,J2203+50,0.745,NAN,NAN,
2718,J2204+2700,J2204+2700,0.084703,1.31E-19,He,
2719,J2205+1444,J2205+1444,0.938014,9E-16,NAN,
2720,J2206+6151,J2206+6151,0.322674,3.97E-16,NAN,
2721,J2208+4056,J2208+4056,0.636957,5.28E-15,NAN,
2722,J2208+5500,J2208+5500,0.933163,6.99E-15,NAN,
2723,J2209+22,J2209+22,1.7769,NAN,NAN,
2724,J2210+57,J2210+57,2.05743,NAN,NAN,
2725,B2210+29,J2212+2933,1.004593,4.95E-16,NAN,
2726,J2213+53,J2213+53,0.751,NAN,NAN,
2727,J2214+3000,J2214+3000,0.003119,1.47E-20,UL,
2728,J2215+1538,J2215+1538,0.374196,2.37E-15,NAN,
2729,J2215+5135,J2215+5135,0.00261,3.34E-20,MS,
2730,J2216+5759,J2216+5759,0.419102,6.9E-14,NAN,
2731,J2217+5733,J2217+5733,1.056844,6.47E-16,NAN,
2732,B2217+47,J2219+4754,0.538469,2.77E-15,NAN,
2733,J2222-0137,J2222-0137,0.032818,5.8E-20,CO,
2734,J2222+2923,J2222+2923,0.281399,6.17E-18,NAN,
2735,J2222+5602,J2222+5602,1.336,NAN,NAN,
2736,J2225+35,J2225+35,0.94,NAN,NAN,
2737,B2224+65,J2225+6535,0.682542,9.66E-15,NAN,
2738,J2227+30,J2227+30,0.842408,NAN,NAN,
2739,J2228+6447,J2228+6447,1.892982,6.7E-16,NAN,
2740,J2228-65,J2228-65,2.74598,NAN,NAN,
2741,J2229+2643,J2229+2643,0.002978,1.52E-21,He,
2742,J2229+6114,J2229+6114,0.051624,7.83E-14,NAN,
2743,B2227+61,J2229+6205,0.443055,2.26E-15,NAN,
2744,J2234+0611,J2234+0611,0.003577,1.2E-20,He,
2745,J2234+0944,J2234+0944,0.003627,2.01E-20,UL,
2746,J2234+2114,J2234+2114,1.358745,2.22E-16,NAN,
2747,J2235+1506,J2235+1506,0.059767,1.58E-19,NAN,
2748,J2236-5527,J2236-5527,0.006908,9.6E-21,He,
2749,J2238+5903,J2238+5903,0.162734,9.7E-14,NAN,
2750,J2238+6021,J2238+6021,3.07,NAN,NAN,
2751,J2240+5832,J2240+5832,0.139935,1.54E-14,NAN,
2752,J2241-5236,J2241-5236,0.002187,6.64E-21,UL,
2753,J2241+6941,J2241+6941,0.855401,2.69E-15,NAN,
2754,B2241+69,J2242+6950,1.664501,4.82E-15,NAN,
2755,J2243+1518,J2243+1518,0.596799,1.13E-16,NAN,
2756,J2244+63,J2244+63,0.461,NAN,NAN,
2757,J2248-0101,J2248-0101,0.477233,6.59E-16,NAN,
2758,J2253+1516,J2253+1516,0.792236,6.65E-17,NAN,
2759,J2256-1024,J2256-1024,0.00229,NAN,UL,
2760,B2255+58,J2257+5909,0.368246,5.75E-15,NAN,
2761,J2301+5852,J2301+5852,6.979071,4.71E-13,NAN,
2762,J2302+4442,J2302+4442,0.005192,1.38E-20,He,
2763,J2302+6028,J2302+6028,1.206404,2.04E-15,NAN,
2764,B2303+30,J2305+3100,1.575886,2.89E-15,NAN,
2765,B2303+46,J2305+4707,1.066371,5.69E-16,CO,
2766,J2306+31,J2306+31,0.3416,NAN,NAN,
2767,J2307+2225,J2307+2225,0.535829,8.7E-18,NAN,
2768,B2306+55,J2308+5547,0.475068,1.99E-16,NAN,
2769,J2310-0555,J2310-0555,0.002613,4.96E-21,He,
2770,J2310+6706,J2310+6706,1.944789,7.56E-17,NAN,
2771,J2312+6931,J2312+6931,0.813375,6.28E-16,NAN,
2772,B2310+42,J2313+4253,0.349434,1.12E-16,NAN,
2773,J2315+58,J2315+58,1.061,NAN,NAN,
2774,J2317+1439,J2317+1439,0.003445,2.43E-21,He,
2775,B2315+21,J2317+2149,1.444653,1.05E-15,NAN,
2776,J2319+6411,J2319+6411,0.216018,1.63E-16,NAN,
2777,B2319+60,J2321+6024,2.256488,7.04E-15,NAN,
2778,J2322+2057,J2322+2057,0.004808,9.66E-21,NAN,
2779,J2322-2650,J2322-2650,0.003463,5.83E-22,UL,
2780,B2321-61,J2324-6054,2.347488,2.58E-15,NAN,
2781,J2325-0530,J2325-0530,0.868735,1.03E-15,NAN,
2782,B2323+63,J2325+6316,1.43631,2.83E-15,NAN,
2783,B2324+60,J2326+6113,0.233652,3.53E-16,NAN,
2784,J2326+6141,J2326+6141,0.79,NAN,NAN,
2785,J2329+16,J2329+16,0.6321,NAN,NAN,
2786,J2329+47,J2329+47,0.7284,NAN,NAN,
2787,B2327-20,J2330-2005,1.643622,4.63E-15,NAN,
2788,J2333+6145,J2333+6145,0.756899,1.18E-15,NAN,
2789,J2336-01,J2336-01,1.0298,NAN,NAN,
2790,B2334+61,J2337+6151,0.49537,1.93E-13,NAN,
2791,J2339-0533,J2339-0533,0.002884,1.41E-20,MS,
2792,J2340+08,J2340+08,0.3033,NAN,NAN,
2793,J2343+6221,J2343+6221,1.799,NAN,NAN,
2794,J2346-0609,J2346-0609,1.181463,1.36E-15,NAN,
2795,J2350+31,J2350+31,0.5081,NAN,NAN,
2796,J2351+8533,J2351+8533,1.011727,8.8E-16,NAN,
2797,J2352+65,J2352+65,1.164,NAN,NAN,
2798,J2354-22,J2354-22,0.557996,NAN,NAN,
2799,B2351+61,J2354+6155,0.944784,1.63E-14,NAN,
2800,J2355+2246,J2355+2246,1.840986,3.78E-15,NAN, 
