,NAME,PSRJ,P0,P1,BINCOMP,
878,B1516+02B,J1518+0204B,0.007947,-3.33E-21,He,
879,J1518+0204C,J1518+0204C,0.002484,2.61E-20,He,
880,J1518+0204D,J1518+0204D,0.002988,NAN,He,
881,J1518+0204E,J1518+0204E,0.003182,NAN,He,
882,J1518-0627,J1518-0627,0.794997,4.18E-16,NAN,
883,J1518-3952,J1518-3952,0.499196,2.37E-16,NAN,
884,J1518+4904,J1518+4904,0.040935,2.72E-20,NS,
885,J1518-5415,J1518-5415,0.214925,4.06E-17,NAN,
886,J1519-5734,J1519-5734,0.518758,4.27E-15,NAN,
887,J1519-6106,J1519-6106,2.154307,8.37E-15,NAN,
888,J1519-6308,J1519-6308,1.254052,5.96E-15,NAN,
889,J1522-5525,J1522-5525,1.389605,3.3E-15,NAN,
890,J1522-5735,J1522-5735,0.102136,3.12E-14,NAN,
891,B1518-58,J1522-5829,0.395354,2.06E-15,NAN,
892,J1524-5625,J1524-5625,0.078219,3.9E-14,NAN,
893,J1524-5706,J1524-5706,1.116049,3.56E-13,NAN,
894,J1524-5819,J1524-5819,0.961043,1.26E-13,NAN,
895,J1525-5417,J1525-5417,1.011694,1.62E-14,NAN,
896,J1525-5523,J1525-5523,0.355156,8.96E-18,NAN,
897,J1525-5545,J1525-5545,0.01136,1.31E-19,CO,
898,J1525-5605,J1525-5605,0.280349,1.16E-16,NAN,
899,J1526-5633,J1526-5633,0.301888,1.23E-16,NAN,
900,B1524-39,J1527-3931,2.417605,1.91E-14,NAN,
901,B1523-55,J1527-5552,1.048719,1.13E-14,NAN,
902,J1528-3146,J1528-3146,0.060822,2.49E-19,CO,
903,J1528-4109,J1528-4109,0.526556,3.96E-16,NAN,
904,J1528-5547,J1528-5547,3.467302,7.75E-15,NAN,
905,J1528-5838,J1528-5838,0.355687,2.48E-14,NAN,
906,J1529-3828,J1529-3828,0.008486,2.7E-20,He,
907,J1529+40,J1529+40,0.4764,NAN,NAN,
908,J1529-5355,J1529-5355,0.891265,8.1E-16,NAN,
909,J1529-5611,J1529-5611,0.822249,4.1E-15,NAN,
910,J1530-5327,J1530-5327,0.278957,4.68E-15,NAN,
911,J1530-6343,J1530-6343,0.91032,8.25E-16,NAN,
912,J1531-4012,J1531-4012,0.356849,9.63E-17,NAN,
913,J1531-5610,J1531-5610,0.084202,1.37E-14,NAN,
914,B1530+27,J1532+2745,1.124836,7.8E-16,NAN,
915,J1532-5308,J1532-5308,0.443825,6.5E-17,NAN,
916,J1532-56,J1532-56,0.522977,NAN,NAN,
917,J1534-4428,J1534-4428,1.221426,1.8E-16,NAN,
918,J1534-46,J1534-46,0.364835,NAN,NAN,
919,B1530-53,J1534-5334,1.368882,1.43E-15,NAN,
920,B1530-539,J1534-5405,0.289689,1.54E-15,NAN,
921,J1535-4114,J1535-4114,0.432866,4.07E-15,NAN,
922,J1535-4415,J1535-4415,0.468402,4.05E-17,NAN,
923,J1535-5450,J1535-5450,0.566734,1.43E-14,NAN,
924,J1535-5848,J1535-5848,0.307178,2.72E-15,NAN,
925,J1536+17,J1536+17,0.9333,NAN,NAN,
926,J1536-3602,J1536-3602,1.319759,7.9E-16,NAN,
927,J1536-4948,J1536-4948,0.00308,NAN,NAN,
928,J1536-5433,J1536-5433,0.881438,1.91E-15,NAN,
929,J1536-5907,J1536-5907,0.557841,1.37E-15,NAN,
930,B1534+12,J1537+1155,0.037904,2.42E-18,NS,
931,J1537-4912,J1537-4912,0.301311,1.93E-15,NAN,
932,J1537-5153,J1537-5153,1.528124,4.17E-15,NAN,
933,J1537-5645,J1537-5645,0.430464,2.78E-15,NAN,
934,J1538+2345,J1538+2345,3.449385,6.89E-15,NAN,
935,J1538-5438,J1538-5438,0.276726,1.42E-15,NAN,
936,J1538-5519,J1538-5519,0.395731,4.1E-17,NAN,
937,J1538-5551,J1538-5551,0.104675,3.21E-15,NAN,
938,J1538-5621,J1538-5621,1.908494,7.31E-15,NAN,
939,J1538-5638,J1538-5638,0.84398,7.12E-15,NAN,
940,J1538-5732,J1538-5732,0.341213,4.55E-15,NAN,
941,J1538-5750,J1538-5750,0.506568,4.2E-17,NAN,
942,J1539-4828,J1539-4828,1.272842,1.27E-15,NAN,
943,J1539-5521,J1539-5521,1.004958,7.28E-16,NAN,
944,B1535-56,J1539-5626,0.243396,4.85E-15,NAN,
945,J1539-6322,J1539-6322,1.630846,2.02E-16,NAN,
946,J1540-5736,J1540-5736,0.612916,4.21E-16,NAN,
947,J1541-42,J1541-42,NAN,NAN,NAN,
948,J1541-5535,J1541-5535,0.295838,7.5E-14,NAN,
949,J1542-5034,J1542-5034,0.599245,3.97E-15,NAN,
950,J1542-5133,J1542-5133,1.783865,5.89E-16,NAN,
951,J1542-5303,J1542-5303,1.207568,7.78E-14,NAN,
952,B1540-06,J1543-0620,0.709064,8.8E-16,NAN,
953,B1541+09,J1543+0929,0.748448,4.32E-16,NAN,
954,J1543-5013,J1543-5013,0.644255,1.01E-14,NAN,
955,J1543-5149,J1543-5149,0.002057,1.62E-20,He,
956,J1543-5459,J1543-5459,0.377119,5.2E-14,NAN,
957,J1544+4937,J1544+4937,0.002159,2.93E-21,UL,
958,B1541-52,J1544-5308,0.178554,6.03E-17,NAN,
959,J1545-4550,J1545-4550,0.003575,5.25E-20,He,
960,J1546-3747A,J1546-3747A,0.002606,NAN,NAN,
961,J1546-5302,J1546-5302,0.58084,1.18E-14,NAN,
962,J1546-59,J1546-59,0.0078,NAN,NAN,
963,J1547-0944,J1547-0944,1.576925,2.94E-15,NAN,
964,J1547-5750,J1547-5750,0.647198,2.56E-17,NAN,
965,J1547-5839,J1547-5839,0.24219,5.94E-16,NAN,
966,J1548-4821,J1548-4821,0.145655,8E-19,NAN,
967,J1548-4927,J1548-4927,0.602738,4.05E-15,NAN,
968,J1548-5607,J1548-5607,0.170934,1.07E-14,NAN,
969,J1549+2113,J1549+2113,1.262471,8.54E-16,NAN,
970,J1549-4848,J1549-4848,0.288347,1.41E-14,NAN,
971,J1549-57,J1549-57,0.7375,NAN,NAN,
972,J1549-5722,J1549-5722,0.497772,4.7E-17,NAN,
973,J1550-5242,J1550-5242,0.749659,1.78E-14,NAN,
974,J1550-5317,J1550-5317,1.421124,9.35E-16,NAN,
975,J1550-5418,J1550-5418,2.069833,2.32E-11,NAN,
976,J1551-0658,J1551-0658,0.00709,NAN,NAN,
977,J1551-4424,J1551-4424,0.67406,1.88E-16,NAN,
978,J1551-5310,J1551-5310,0.453394,1.95E-13,NAN,
979,J1551-6214,J1551-6214,0.198839,2.28E-17,NAN,
980,J1552-4937,J1552-4937,0.006284,1.9E-20,NAN,
981,J1552+5437,J1552+5437,0.002428,2.8E-21,NAN,
982,B1550-54,J1553-5456,1.081328,1.57E-14,NAN,
983,J1554+18,J1554+18,NAN,NAN,NAN,
984,J1554-5209,J1554-5209,0.12523,2.29E-15,NAN,
985,J1554-5512,J1554-5512,3.418039,3.12E-14,NAN,
986,J1555+01,J1555+01,NAN,NAN,NAN,
987,J1555-0515,J1555-0515,0.97541,2.05E-15,NAN,
988,B1552-23,J1555-2341,0.532578,6.94E-16,NAN,
989,B1552-31,J1555-3134,0.51811,6.22E-17,NAN,
990,J1556-5358,J1556-5358,0.994681,1.04E-14,NAN,
991,J1557-4258,J1557-4258,0.329187,3.3E-16,NAN,
992,J1558-5419,J1558-5419,0.594575,6.04E-15,NAN,
993,J1558-5756,J1558-5756,1.122342,1.86E-13,NAN,
994,J1558-67,J1558-67,0.267268,NAN,NAN,
995,J1559-44,J1559-44,1.16989,NAN,NAN,
996,B1556-44,J1559-4438,0.257056,1.02E-15,NAN,
997,B1555-55,J1559-5545,0.957242,2.05E-14,NAN,
998,J1600-3053,J1600-3053,0.003598,9.5E-21,He,
999,B1557-50,J1600-5044,0.192605,5.06E-15,NAN,
1000,B1556-57,J1600-5751,0.194454,2.13E-15,NAN,
1001,J1600-5916,J1600-5916,1.247666,8.87E-16,NAN,
1002,J1601-50,J1601-50,0.860777,NAN,NAN,
1003,J1601-5244,J1601-5244,2.559357,7.21E-16,NAN,
1004,J1601-5335,J1601-5335,0.288457,6.24E-14,NAN,
1005,J1602-4957,J1602-4957,0.81999,1.59E-14,NAN,
1006,B1558-50,J1602-5100,0.864286,6.94E-14,NAN,
1007,J1603+18,J1603+18,0.503,NAN,NAN,
1008,J1603-2531,J1603-2531,0.28307,1.59E-15,NAN,
1009,B1600-27,J1603-2712,0.778313,3.01E-15,NAN,
1010,J1603-3539,J1603-3539,0.141909,1.24E-16,NAN,
1011,J1603-5657,J1603-5657,0.496077,2.79E-15,NAN,
1012,J1603-7202,J1603-7202,0.014842,1.56E-20,CO,
1013,J1604-31,J1604-31,0.883883,NAN,NAN,
1014,J1604-44,J1604-44,1.3892,NAN,NAN,
1015,J1604-4718,J1604-4718,0.527466,4.96E-15,NAN,
1016,B1600-49,J1604-4909,0.327419,1.02E-15,NAN,
1017,J1604-7203,J1604-7203,0.341403,8.4E-17,NAN,
1018,J1605+3249,J1605+3249,6.88,NAN,NAN,
1019,J1605-5215,J1605-5215,1.013609,4.75E-15,NAN,
1020,B1601-52,J1605-5257,0.658013,2.56E-16,NAN,
1021,B1604-00,J1607-0032,0.421816,3.06E-16,NAN,
1022,J1607-5140,J1607-5140,0.342723,2.54E-15,NAN,
1023,J1607-6449,J1607-6449,0.298116,2.49E-17,NAN,
1024,J1609-1930,J1609-1930,1.557917,5.09E-16,NAN,
1025,J1609-4616,J1609-4616,0.249609,5.01E-16,NAN,
1026,J1609-5158,J1609-5158,1.279402,1.3E-14,NAN,
1027,B1607-13,J1610-1322,1.018393,2.3E-16,NAN,
1028,J1610-17,J1610-17,NAN,NAN,NAN,
1029,J1610-5006,J1610-5006,0.481119,1.36E-14,NAN,
1030,J1610-5303,J1610-5303,0.786468,2.62E-15,NAN,
1031,J1611-01,J1611-01,1.29687,NAN,NAN,
1032,J1611-4811,J1611-4811,1.29685,1.95E-15,NAN,
1033,J1611-4949,J1611-4949,0.666438,5.42E-16,NAN,
1034,B1607-52,J1611-5209,0.182492,5.17E-15,NAN,
1035,J1611-5847,J1611-5847,0.35455,2.01E-18,NAN,
1036,J1612+2008,J1612+2008,0.426646,3.73E-17,NAN,
1037,J1612-2408,J1612-2408,0.923834,1.57E-15,NAN,
1038,J1612-49,J1612-49,0.192687,NAN,NAN,
1039,J1612-5136,J1612-5136,0.483311,3.78E-15,NAN,
1040,J1612-55,J1612-55,0.846907,NAN,NAN,
1041,J1612-5805,J1612-5805,0.61552,9.35E-16,NAN,
1042,B1609-47,J1613-4714,0.382377,6.34E-16,NAN,
1043,J1613-5211,J1613-5211,0.457502,1.92E-14,NAN,
1044,J1613-5234,J1613-5234,0.655221,6.63E-15,NAN,
1045,B1612+07,J1614+0737,1.206801,2.36E-15,NAN,
1046,J1614-2230,J1614-2230,0.003151,9.62E-21,CO,
1047,J1614-23,J1614-23,0.0335,NAN,NAN,
1048,J1614-3846,J1614-3846,0.464106,9.2E-16,NAN,
1049,J1614-3937,J1614-3937,0.407292,1.59E-16,NAN,
1050,B1610-50,J1614-5048,0.231694,4.95E-13,NAN,
1051,J1614-5144,J1614-5144,1.534008,7.44E-15,NAN,
1052,J1614-5402,J1614-5402,0.572592,2.9E-17,NAN,
1053,B1612-29,J1615-2940,2.477568,1.58E-15,NAN,
1054,J1615-5444,J1615-5444,0.360958,3.38E-16,NAN,
1055,B1611-55,J1615-5537,0.791526,2E-15,NAN,
1056,J1616-5017,J1616-5017,0.491384,4.66E-14,NAN,
1057,J1616-5109,J1616-5109,1.219594,1.91E-14,NAN,
1058,J1616-5208,J1616-5208,1.025831,2.89E-14,NAN,
1059,J1617-4216,J1617-4216,3.428466,1.81E-14,NAN,
1060,J1617-4608,J1617-4608,0.56708,1.65E-14,NAN,
1061,J1617-5055,J1617-5055,0.069357,1.35E-13,NAN,
1062,J1618-36,J1618-36,0.005779,NAN,NAN,
1063,J1618-3921,J1618-3921,0.011987,5.41E-20,He,
1064,J1618-4723,J1618-4723,0.203553,1.99E-15,NAN,
1065,J1619-42,J1619-42,1.023152,NAN,NAN,
1066,J1620-4927,J1620-4927,0.171935,1.05E-14,NAN,
1067,J1620-5414,J1620-5414,1.15636,6.74E-17,NAN,
1068,J1621-5039,J1621-5039,1.08402,1.3E-14,NAN,
1069,J1621-5243,J1621-5243,0.371924,7.68E-16,NAN,
1070,J1622-0315,J1622-0315,0.003845,1.16E-20,MS,
1071,J1622-3751,J1622-3751,0.731463,2.57E-15,NAN,
1072,J1622-4332,J1622-4332,0.916938,1.56E-15,NAN,
1073,J1622-4347,J1622-4347,0.457681,5.05E-15,NAN,
1074,J1622-4802,J1622-4802,0.265072,3.07E-16,NAN,
1075,J1622-4845,J1622-4845,0.735092,1.1E-16,NAN,
1076,J1622-4944,J1622-4944,1.072968,1.71E-14,NAN,
1077,J1622-4950,J1622-4950,4.32702,2.78E-12,NAN,
1078,J1622-6617,J1622-6617,0.023623,5.88E-20,He,
1079,J1623-0841,J1623-0841,0.503015,1.96E-15,NAN,
1080,B1620-09,J1623-0908,1.276446,2.58E-15,NAN,
1081,B1620-26,J1623-2631,0.011076,6.71E-19,He,
1082,B1620-42,J1623-4256,0.36459,1.02E-15,NAN,
1083,J1623-4949,J1623-4949,0.725732,4.21E-14,NAN,
1084,J1623-5005,J1623-5005,0.085072,4.16E-15,NAN,
1085,J1623+58,J1623+58,0.6518,NAN,NAN,
1086,J1624-4041,J1624-4041,0.167861,4.72E-15,NAN,
1087,J1624-4411,J1624-4411,0.233164,7.99E-16,NAN,
1088,J1624-4613,J1624-4613,0.871243,6.07E-17,NAN,
1089,J1624-4721,J1624-4721,0.448723,4.15E-15,NAN,
1090,J1624+8643,J1624+8643,0.395763,2.55E-16,NAN,
1091,J1625-4048,J1625-4048,2.355278,4.43E-16,NAN,
1092,J1625-4904,J1625-4904,0.460339,1.68E-14,NAN,
1093,J1625-4913,J1625-4913,0.355856,6.65E-15,NAN,
1094,J1626-44,J1626-44,0.308354,NAN,NAN,
1095,J1626-4537,J1626-4537,0.370141,8.28E-15,NAN,
1096,J1626-4807,J1626-4807,0.293928,1.75E-14,NAN,
1097,J1626-6621,J1626-6621,0.450868,7.66E-16,NAN,
1098,J1627+1419,J1627+1419,0.490857,3.93E-16,NAN,
1099,J1627-4706,J1627-4706,0.140746,1.73E-15,NAN,
1100,J1627-4845,J1627-4845,0.612331,3.64E-15,NAN,
1101,J1627-49,J1627-49,0.623678,NAN,NAN,
1102,J1627-51,J1627-51,0.439684,NAN,NAN,
1103,J1627-5547,J1627-5547,0.352464,7.38E-16,NAN,
1104,J1627-5936,J1627-5936,0.354234,8E-18,NAN,
1105,J1628-3205,J1628-3205,0.00321,NAN,MS,
1106,J1628+4406,J1628+4406,0.181178,1.94E-17,NAN,
1107,J1628-4804,J1628-4804,0.865971,1.24E-15,NAN,
1108,J1628-4828,J1628-4828,4.137539,1.75E-14,NAN,
1109,J1629-3636,J1629-3636,2.988193,7E-15,NAN,
1110,J1629-3825,J1629-3825,0.526365,4.44E-16,NAN,
1111,J1629-6902,J1629-6902,0.006001,1E-20,NAN,
1112,J1630+3734,J1630+3734,0.003318,1.08E-20,He,
1113,J1630-4719,J1630-4719,0.559071,1.42E-14,NAN,
1114,B1626-47,J1630-4733,0.575971,2.23E-14,NAN,
1115,J1631-1612,J1631-1612,0.677684,1.1E-15,NAN,
1116,J1631-4155,J1631-4155,0.551241,8.81E-18,NAN,
1117,J1632-1013,J1632-1013,0.717637,6.6E-17,NAN,
1118,J1632-4509,J1632-4509,1.04681,1.49E-14,NAN,
1119,J1632-4621,J1632-4621,1.709154,7.6E-14,NAN,
1120,J1632-4757,J1632-4757,0.228564,1.51E-14,NAN,
1121,J1632-4818,J1632-4818,0.813453,6.5E-13,NAN,
1122,J1633-2009,J1633-2009,0.935557,1.07E-15,NAN,
1123,B1630-44,J1633-4453,0.436507,6.2E-15,NAN,
1124,J1633-4805,J1633-4805,0.71083,7.69E-14,NAN,
1125,B1629-50,J1633-5015,0.352145,3.79E-15,NAN,
1126,J1634-49,J1634-49,0.684936,NAN,NAN,
1127,J1634-5107,J1634-5107,0.507356,1.57E-15,NAN,
1128,J1634-5640,J1634-5640,0.224201,4.1E-17,NAN,
1129,J1635-1511,J1635-1511,1.179387,2.32E-16,NAN,
1130,J1635+23,J1635+23,1.2087,NAN,NAN,
1131,B1633+24,J1635+2418,0.490507,1.19E-16,NAN,
1132,J1635-4513,J1635-4513,1.594746,3.6E-15,NAN,
1133,J1635-4735,J1635-4735,2.594578,NAN,NAN,
1134,J1635-4944,J1635-4944,0.671964,8.79E-15,NAN,
1135,B1630-59,J1635-5954,0.529121,1.37E-15,NAN,
1136,J1636-2614,J1636-2614,0.510454,4.06E-15,NAN,
1137,J1636-4440,J1636-4440,0.206649,4.67E-14,NAN,
1138,J1636-4803,J1636-4803,1.204644,2.07E-14,NAN,
1139,J1636-4933,J1636-4933,0.430367,1.51E-15,NAN,
1140,J1637-4335,J1637-4335,0.771367,3.62E-15,NAN,
1141,J1637-4450,J1637-4450,0.25287,5.75E-16,NAN,
1142,B1634-45,J1637-4553,0.118771,3.19E-15,NAN,
1143,J1637-46,J1637-46,0.493091,NAN,NAN,
1144,J1637-4642,J1637-4642,0.154027,5.92E-14,NAN,
1145,J1637-4721,J1637-4721,1.165741,4.44E-15,NAN,
1146,J1637-4816,J1637-4816,0.837365,5.83E-15,NAN,
1147,J1638-3815,J1638-3815,0.698261,7.7E-17,NAN,
1148,J1638-3951,J1638-3951,0.77113,5.9E-16,NAN,
1149,J1638+40,J1638+40,0.7677,NAN,NAN,
1150,J1638-4233,J1638-4233,0.510929,1.01E-14,NAN,
1151,J1638-4344,J1638-4344,1.121944,2.5E-17,NAN,
1152,J1638-44,J1638-44,0.568057,NAN,NAN,
1153,J1638-4417,J1638-4417,0.117802,1.61E-15,NAN,
1154,J1638-4608,J1638-4608,0.278137,5.15E-14,NAN,
1155,J1638-4725,J1638-4725,0.763933,4.79E-15,MS,
1156,J1638-5226,J1638-5226,0.340503,2.65E-15,NAN,
1157,J1639-4359,J1639-4359,0.587559,1.5E-17,NAN,
1158,B1635-45,J1639-4604,0.264558,2.89E-15,NAN,
1159,J1640+2224,J1640+2224,0.003163,2.82E-21,He,
1160,J1640-4631,J1640-4631,0.206443,9.76E-13,NAN,
1161,J1640-4648,J1640-4648,0.178352,8.06E-16,NAN,
1162,B1636-47,J1640-4715,0.517405,4.2E-14,NAN,
1163,J1640-4951,J1640-4951,0.739099,3.34E-16,NAN,
1164,J1641-2347,J1641-2347,1.091008,4.11E-17,NAN,
1165,B1639+36A,J1641+3627A,0.010378,NAN,NAN,
1166,B1639+36B,J1641+3627B,0.003528,NAN,He,
1167,J1641+3627C,J1641+3627C,0.003722,NAN,NAN,
1168,J1641+3627D,J1641+3627D,0.003118,NAN,NAN,
1169,J1641+3627E,J1641+3627E,0.002487,NAN,UL,
1170,J1641-5317,J1641-5317,0.175106,3.7E-15,NAN,
1171,J1641+8049,J1641+8049,0.002021,8.95E-21,UL,
1172,J1643-1224,J1643-1224,0.004622,1.85E-20,He,
1173,J1643+13,J1643+13,1.0991,NAN,NAN,
1174,J1643-4505,J1643-4505,0.237383,3.18E-14,NAN,
1175,J1643-4522,J1643-4522,1.347899,8.28E-15,NAN,
1176,J1643-4550,J1643-4550,0.717508,3E-14,NAN,
1177,J1644-44,J1644-44,0.173911,NAN,NAN,
1178,B1641-45,J1644-4559,0.455078,2.01E-14,NAN,
1179,J1644-46,J1644-46,0.250941,NAN,NAN,
1180,J1644-4657,J1644-4657,0.125962,7.5E-16,NAN,
1181,B1642-03,J1645-0317,0.38769,1.78E-15,NAN,
1182,J1645+1012,J1645+1012,0.410861,8.13E-17,NAN,
1183,J1646-2142,J1646-2142,0.00585,NAN,NAN,
1184,J1646-4308,J1646-4308,0.84068,1.1E-16,NAN,
1185,B1643-43,J1646-4346,0.231603,1.13E-13,NAN,
1186,J1646-5123,J1646-5123,0.530075,2.1E-15,NAN,
1187,B1641-68,J1646-6831,1.785611,1.7E-15,NAN,
1188,J1647-3607,J1647-3607,0.212316,1.29E-16,NAN,
1189,J1647-4552,J1647-4552,10.610656,8.33E-13,NAN,
1190,J1647+6608,J1647+6608,1.599798,7.84E-15,NAN,
1191,J1648-3256,J1648-3256,0.719455,3.53E-15,NAN,
1192,J1648-4458,J1648-4458,0.629632,1.85E-15,NAN,
1193,J1648-4611,J1648-4611,0.16495,2.37E-14,NAN,
1194,J1648-6044,J1648-6044,0.583765,4.29E-16,NAN,
1195,J1649+2533,J1649+2533,1.015257,5.59E-16,NAN,
1196,J1649-3805,J1649-3805,0.262026,3.67E-17,NAN,
1197,J1649-3935,J1649-3935,0.77091,3.91E-17,NAN,
1198,J1649-4349,J1649-4349,0.870712,4.4E-17,NAN,
1199,J1649-4653,J1649-4653,0.557019,4.97E-14,NAN,
1200,J1649-4729,J1649-4729,0.297692,6.55E-15,NAN,
1201,J1649-5553,J1649-5553,0.613571,1.7E-15,NAN,
1202,J1650-1654,J1650-1654,1.749552,3.2E-15,NAN,
1203,J1650-4126,J1650-4126,0.308918,1.98E-17,NAN,
1204,J1650-4341,J1650-4341,0.309398,1.67E-17,NAN,
1205,J1650-4502,J1650-4502,0.38087,1.61E-14,NAN,
1206,J1650-4601,J1650-4601,0.127123,1.51E-14,NAN,
1207,J1650-4921,J1650-4921,0.156399,1.82E-15,NAN,
1208,J1651+14,J1651+14,0.828,NAN,NAN,
1209,B1648-17,J1651-1709,0.973394,3.04E-15,NAN,
1210,B1648-42,J1651-4246,0.844081,4.76E-15,NAN,
1211,J1651-4519,J1651-4519,0.517443,8.19E-15,NAN,
1212,B1647-52,J1651-5222,0.635058,1.81E-15,NAN,
1213,B1647-528,J1651-5255,0.890534,2.07E-15,NAN,
1214,J1651-7642,J1651-7642,1.755311,1.36E-15,NAN,
1215,J1652-1400,J1652-1400,0.305447,1.76E-17,NAN,
1216,B1649-23,J1652-2404,1.703739,3.16E-15,NAN,
1217,J1652+2651,J1652+2651,0.915803,6.54E-16,NAN,
1218,J1652-4406,J1652-4406,7.707183,9.5E-15,NAN,
1219,J1652-48,J1652-48,0.003785,NAN,NAN,
1220,J1653-2054,J1653-2054,0.004129,1.12E-20,He,
1221,B1650-38,J1653-3838,0.305037,2.79E-15,NAN,
1222,J1653-4030,J1653-4030,1.019372,4.36E-16,NAN,
1223,J1653-4249,J1653-4249,0.612558,4.81E-15,NAN,
1224,J1653-4315,J1653-4315,0.41928,1.5E-17,NAN,
1225,J1653-4854,J1653-4854,3.05951,3.45E-15,NAN,
1226,J1654-23,J1654-23,0.54536,NAN,NAN,
1227,J1654-26,J1654-26,1.62373,NAN,NAN,
1228,J1654-2713,J1654-2713,0.791822,1.68E-16,NAN,
1229,J1654-3710,J1654-3710,0.939165,7.35E-16,NAN,
1230,J1654-4140,J1654-4140,1.273945,1.3E-16,NAN,
1231,J1654-4245,J1654-4245,1.101555,5.12E-14,NAN,
1232,J1655-3048,J1655-3048,0.542936,3.66E-17,NAN,
1233,J1655-3844,J1655-3844,1.193439,2E-15,NAN,
1234,J1655+62,J1655+62,0.7762,NAN,NAN,
1235,J1656+00,J1656+00,1.49785,NAN,NAN,
1236,J1656-3621,J1656-3621,0.730134,1.28E-15,NAN,
1237,J1657+33,J1657+33,1.5702,NAN,NAN,
1238,J1657-4432,J1657-4432,0.609607,8.2E-15,NAN,
1239,J1658+36,J1658+36,0.033,NAN,NAN,
1240,J1658-4306,J1658-4306,1.166449,4.28E-14,NAN,
1241,J1658-47,J1658-47,0.369365,NAN,NAN,
1242,J1658-4958,J1658-4958,0.416874,3.86E-15,NAN,
1243,J1658-5324,J1658-5324,0.002439,1.12E-20,NAN,
1244,B1657-13,J1659-1305,0.640958,6.18E-16,NAN,
1245,J1659-4316,J1659-4316,0.474381,1.71E-16,NAN,
1246,J1659-4439,J1659-4439,0.353293,2.5E-17,NAN,
1247,J1700-3312,J1700-3312,1.358307,4.71E-15,NAN,
1248,J1700-3611,J1700-3611,1.494091,4.32E-15,NAN,
1249,J1700-3919,J1700-3919,0.560504,5.03E-18,NAN,
1250,J1700-4012,J1700-4012,0.283792,9.91E-17,NAN,
1251,J1700-4422,J1700-4422,0.755535,4E-17,NAN,
1252,J1700-4939,J1700-4939,0.578363,1.08E-15,NAN,
1253,J1701-3006A,J1701-3006A,0.005242,-1.3E-19,He,
1254,J1701-3006B,J1701-3006B,0.003594,-3.48E-19,He,
1255,J1701-3006C,J1701-3006C,0.007613,-6.41E-20,UL,
1256,J1701-3006D,J1701-3006D,0.003418,1.26E-19,He,
1257,J1701-3006E,J1701-3006E,0.003234,3.1E-19,UL,
1258,J1701-3006F,J1701-3006F,0.002295,2.22E-19,UL,
1259,J1701-3130,J1701-3130,0.291341,5.6E-17,NAN,
1260,B1658-37,J1701-3726,2.454618,1.11E-14,NAN,
1261,B1657-45,J1701-4533,0.322909,5.19E-16,NAN,
1262,J1701-4958,J1701-4958,0.804304,1.1E-16,NAN,
1263,J1702-3932,J1702-3932,0.390328,3.78E-16,NAN,
1264,J1702-4128,J1702-4128,0.182136,5.23E-14,NAN,
1265,J1702-4217,J1702-4217,0.227565,1.14E-17,NAN,
1266,J1702-4306,J1702-4306,0.215507,9.79E-15,NAN,
1267,J1702-4310,J1702-4310,0.240524,2.24E-13,NAN,
1268,J1702-4428,J1702-4428,2.123506,3.3E-15,NAN,
1269,J1703-18,J1703-18,1.27024,NAN,NAN,
1270,B1700-18,J1703-1846,0.804341,1.73E-15,NAN,
1271,B1700-32,J1703-3241,1.211785,6.6E-16,NAN,
1272,J1703-38,J1703-38,6.443,NAN,NAN,
1273,J1703-4442,J1703-4442,1.747293,1.43E-14,NAN,
1274,J1703-4851,J1703-4851,1.396405,5.07E-15,NAN,
1275,J1704-5236,J1704-5236,0.230708,5.2E-17,NAN,
1276,B1659-60,J1704-6016,0.306323,9.1E-16,NAN,
1277,J1705-04,J1705-04,0.23748,NAN,NAN,
1278,J1705-1903,J1705-1903,0.00248,NAN,NAN,
1279,B1702-19,J1705-1906,0.298987,4.14E-15,NAN,
1280,J1705-3423,J1705-3423,0.255427,1.08E-15,NAN,
1281,J1705-3936,J1705-3936,0.854482,1.93E-14,NAN,
1282,J1705-3950,J1705-3950,0.318941,6.06E-14,NAN,
1283,J1705-4108,J1705-4108,0.861067,3.47E-14,NAN,
1284,J1705-4331,J1705-4331,0.222561,7.12E-17,NAN,
1285,J1705-6135,J1705-6135,0.808546,6E-17,NAN,
1286,J1706-3839,J1706-3839,0.586287,3E-15,NAN,
1287,J1706-4310,J1706-4310,0.616979,6.51E-15,NAN,
1288,J1706+59,J1706+59,1.476687,NAN,NAN,
1289,J1706-6118,J1706-6118,0.361921,2.92E-16,NAN,
1290,J1707+35,J1707+35,0.1598,NAN,NAN,
1291,B1703-40,J1707-4053,0.581017,1.92E-15,NAN,
1292,J1707-4341,J1707-4341,0.890594,5.7E-15,NAN,
1293,J1707-4417,J1707-4417,5.763777,1.16E-14,NAN,
1294,J1707-4729,J1707-4729,0.266474,1.56E-15,NAN,
1295,J1708+02,J1708+02,0.410772,NAN,NAN,
1296,J1708-3426,J1708-3426,0.692113,4.2E-15,NAN,
1297,J1708-3506,J1708-3506,0.004505,1.14E-20,He,
1298,J1708-3641,J1708-3641,0.587567,1.35E-16,NAN,
1299,J1708-3827,J1708-3827,1.225782,8.6E-15,NAN,
1300,J1708-4008,J1708-4008,11.006262,1.96E-11,NAN,
1301,J1708-4522,J1708-4522,1.297837,2.61E-15,NAN,
1302,J1708-52,J1708-52,0.44962,NAN,NAN,
1303,B1701-75,J1708-7539,1.191024,1.88E-15,NAN,
